馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,オーシャンドリーム,牝3,石神道,美浦・水野,差し,207.7,14,14,2歳新馬,36.3,498(+4),東京,83,中11週,Y,,1,サトノダイヤモンド,ハービンジャー,
2,1,ブラーヴジャン,牡3,丹内,美浦・和田勇,追込,23.3,8,4,2歳未勝利,33.6,428(+4),東京,77,中10週,Y,,2,ダノンプレミアム,シングスピール,
3,2,ベアサナエチャン,牝3,横山武,美浦・杉浦,差し,3.0,1,2,2歳未勝利,33.6,444(+6),中山,29,中3週,Y,,3,レイデオロ,マンハッタンカフェ,
4,2,モウエエデショー,牡3,原田和,美浦・萱野,差し,41.9,10,5,2歳未勝利,35.7,472(-6),中山,14,中1週,Y,,3,ダノンプレミアム,Dream Ahead,
5,3,ナイスプレーアスク,牝3,荻野極,美浦・田村,先行,13.2,6,7,2歳新馬,35.8,444(+8),中山,98,中13週,Y,,1,アドマイヤマーズ,ディープインパクト,
6,3,ディアファニス,牝3,田辺,美浦・伊坂,先行,166.5,12,14,2歳未勝利,44.2,464(-6),東京,92,中12週,Y,,2,スズカコーズウェイ,シンボリクリスエス,
7,4,コスモシグルン,牝3,柴田大,美浦・畠山,,33.3,9,3,2歳新馬,36.5,474(-4),中山,21,中2週,Y,,1,ベンバトル,ダイワメジャー,
8,4,エルミー,牝3,菅原明,美浦・中川,差し,16.6,7,7,2歳新馬,33.8,430(0),東京,83,中11週,Y,,1,アドマイヤマーズ,Congrats,
9,5,レヴェランジェ,牝3,戸崎圭,美浦・鈴木慎,先行,10.0,5,7,2歳未勝利,41.5,446(+4),東京,83,中11週,Y,,3,サングレーザー,Scat Daddy,
10,5,チェリーブルーム,牝3,石田,美浦・蛯名利,差し,240.2,15,10,2歳未勝利,35.5,460(+20),中山,113,中15週,Y,,2,ミスターメロディ,サクラバクシンオー,
11,6,ミナヅキ,牡3,石橋脩,美浦・清水英,差し,5.9,3,3,2歳未勝利,33.8,454(-2),中山,29,中3週,Y,,3,ガルボ,アグネスデジタル,
12,6,ニシノマーレ,牝3,津村,美浦・伊藤大,先行,9.4,4,4,2歳未勝利,34.1,404(-4),中山,29,中3週,Y,,3,ダノンプレミアム,キングカメハメハ,
13,7,ソロイノシタク,牝3,長浜,美浦・矢嶋,差し,325.6,16,10,2歳未勝利,36.6,414(0),東京,91,中12週,Y,,2,ヤングマンパワー,ルーラーシップ,
14,7,ユイノナナフシギ,牡3,長岡,美浦・深山,差し,171.2,13,6,2歳未勝利,35.6,474(+14),阪神,119,中16週,Y,,2,ヤマカツエース,ワールドエース,
15,8,ロッククライム,牡3,矢野貴,美浦・佐藤吉,,90.3,11,,,,444(0),,,,,,,ゴールドシップ,New Approach,
16,8,タイセイアストロ,牡3,杉原,美浦・森一,差し,3.5,2,3,2歳未勝利,34.2,456(+4),中京,14,中1週,Y,,3,ミッキーアイル,ネオユニヴァース,
