馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ワンダーデリエール,牝2,小崎,栗東・小崎,,17.9,7,,,,480(0),,,,,,,ダノンプレミアム,Forest Wildcat,,
2,2,オーキーベルセルク,牡2,鮫島駿,栗東・西村,,14.7,6,,,,460(0),,,,,,,アニマルキングダム,Monsun,,
3,3,サンセットロード,牡2,古川奈,栗東・高橋忠,,23.4,8,,,,444(0),,,,,,,マインドユアビスケッツ,ワークフォース,,
4,4,クラテロス,牝2,高杉,栗東・寺島,,5.4,4,,,,474(0),,,,,,,ホッコータルマエ,ゴールドアリュール,,
5,5,アメリカンコール,牡2,Ｃデム,栗東・武幸,,3.7,1,,,,520(0),,,,,,,American Pharoah,Tapit,,
6,6,サヴォアフェール,牡2,ジェル,栗東・杉山晴,,4.3,2,,,,500(0),,,,,,,エピファネイア,キングカメハメハ,,
7,6,レイノルズナンバー,牡2,永島,栗東・大久保,,54.0,9,,,,480(0),,,,,,,ミッキーアイル,Gemologist,,
8,7,クラッチスラッガー,牡2,団野,栗東・池添,,5.0,3,,,,520(0),,,,,,,キズナ,ヘニーヒューズ,,
9,7,ブラストビート,牡2,秋山稔,栗東・浜田,,74.4,10,,,,514(0),,,,,,,アメリカンペイトリオット,サウスヴィグラス,,
10,8,ウイングリフィス,牡2,田口,栗東・宮,,106.6,11,,,,492(0),,,,,,,カリフォルニアクローム,スペシャルウィーク,,
11,8,グランシャン,牡2,ルメー,栗東・松永幹,,6.0,5,,,,552(0),,,,,,,キズナ,Cape Cross,,
