馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,エクスマキナ,牝2,石川,美浦・手塚徳,先行,8.5,5,3,2歳新馬,35.9,418(+8),福島,28,中3週,Y,,1,フィエールマン,ハービンジャー,,
2,1,エイシンウルクンデ,牡2,三浦,美浦・勢司,,89.2,11,5,2歳新馬,37.0,528(-4),福島,28,中3週,Y,,1,エイシンヒカリ,Pivotal,,
3,2,セレスタイト,牡2,杉原,美浦・岩戸,差し,80.8,10,8,2歳新馬,36.8,448(0),福島,28,中3週,Y,,1,ダノンバラード,フレンチデピュティ,,
4,2,モンサンアミュザン,牝2,木幡巧,美浦・牧,差し,221.9,16,9,2歳新馬,36.2,412(0),福島,22,中2週,Y,,1,ダノンキングリー,ゴールドアリュール,,
5,3,マイホームパパ,牡2,江田照,美浦・深山,差し,123.1,12,6,2歳新馬,35.7,408(-2),福島,21,中2週,Y,,1,ミッキーグローリー,ストーミングホーム,,
6,3,アオイノリプー,牡2,田辺,美浦・尾形,差し,5.7,2,3,2歳新馬,35.6,472(-10),函館,28,中3週,Y,,1,サートゥルナーリア,ディープインパクト,,
7,4,コスモフラムオット,牡2,武藤,美浦・武藤,差し,171.6,13,8,2歳新馬,35.6,460(-6),福島,21,中2週,Y,,1,ゴールドシップ,トゥザワールド,,
8,4,ラガリーガ,牡2,坂井,美浦・手塚久,差し,2.0,1,8,2歳新馬,34.3,512(-2),東京,49,中6週,Y,,1,キズナ,Kingsalsa,,
9,5,セイウンオオゾラ,牡2,大野,美浦・小手川,追込,51.5,8,8,2歳新馬,34.4,468(0),東京,63,中8週,Y,,1,ゴールドシップ,Wilburn,,
10,5,ウィモウェ,牡2,菱田,栗東・吉田,差し,31.6,7,7,2歳新馬,36.5,444(0),小倉,35,中4週,Y,,1,レイデオロ,クロフネ,,
11,6,シアルナーレ,牡2,戸崎圭,美浦・田中博,先行,7.7,4,5,2歳未勝利,35.9,434(-2),福島,29,中3週,Y,,2,コントレイル,キンシャサノキセキ,,
12,6,マスターボリューム,牝2,柴田大,美浦・畠山,差し,187.3,14,10,2歳新馬,36.2,450(-2),福島,22,中2週,Y,,1,ウインブライト,Verrazano,,
13,7,スーパーユタカ,牡2,,美浦・武井,差し,7.2,3,3,2歳新馬,35.5,486(-2),函館,35,中4週,Y,,1,エフフォーリア,キングカメハメハ,,
14,7,ツーハーツ,牡2,岩田望,栗東・寺島,差し,12.6,6,7,2歳新馬,35.9,480(0),小倉,21,中2週,Y,,1,スワーヴリチャード,メイショウボーラー,,
15,8,マハロハ,牝2,吉村,栗東・清水久,先行,63.1,9,7,2歳新馬,36.2,450(-8),福島,21,中2週,Y,,1,コントレイル,キングカメハメハ,,
16,8,コスモモノポリー,牝2,菊沢,美浦・相沢,差し,207.3,15,13,2歳新馬,37.9,442(+2),福島,22,中2週,Y,,1,ゴールドシップ,マツリダゴッホ,,
