馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,カペルブリュッケ,牡4,斎藤,栗東・浜田,差し,42.3,10,1,,36.9,486(+6),小倉,43,中5週,Y,,3,ドレフォン,ノヴェリスト,,
2,1,シュラザック,牡4,田口,栗東・大根田,差し,57.1,12,1,,37.0,496(+14),阪神,175,中24週,Y,,3,モーニン,ベーカバド,,
3,2,グーデンドラーク,牡7,国分優,栗東・池添,先行,45.5,11,16,,35.8,530(-6),中京,99,中13週,Y,,3,ハーツクライ,シンボリクリスエス,,
4,2,テーオーグランビル,牡6,岩田望,栗東・上村,,12.8,6,12,,39.5,504(+2),中山,70,中9週,Y,,3,Lea,Tapit,,
5,3,モックモック,牡6,武豊,栗東・寺島,差し,7.5,3,1,,36.0,498(0),京都,69,中9週,Y,,3,ダノンレジェンド,シングスピール,,
6,3,メイショウズイウン,牡4,太宰,栗東・本田,差し,23.3,9,1,,36.7,504(+6),中京,92,中12週,Y,,3,ホッコータルマエ,エンパイアメーカー,,
7,4,タガノバビロン,牡4,松山,栗東・西園翔,差し,3.7,2,4,,36.3,524(+4),阪神,91,中12週,Y,,3,ヘニーヒューズ,スペシャルウィーク,,
8,4,ルシュヴァルドール,牡5,坂井,栗東・矢作,差し,3.3,1,3,,36.5,542(0),京都,56,中7週,Y,,3,リアルスティール,Sightseeing,,
9,5,ハギノサステナブル,牡6,北村友,栗東・高野,追込,13.3,7,2,,36.2,484(+2),小倉,49,中6週,Y,,3,サトノダイヤモンド,タートルボウル,,B
10,5,レッドプロフェシー,牡6,酒井,栗東・大久保,差し,57.6,13,1,,37.0,488(+2),東京,29,中3週,Y,,3,ルーラーシップ,マンハッタンカフェ,,
11,6,ジンセイ,牡5,川田,栗東・庄野,先行,9.8,4,9,,37.2,522(+4),阪神,91,中12週,Y,,3,ジャスタウェイ,ストリートセンス,,
12,6,ピースオブザライフ,牝6,松本,栗東・野中,差し,232.7,16,7,,37.3,484(+4),小倉,49,中6週,Y,,3,キタサンブラック,シンボリクリスエス,,
13,7,ラインオブソウル,牡7,角田和,栗東・東田,追込,130.8,15,15,,38.8,518(-2),中山,70,中9週,Y,,3,シニスターミニスター,スマートボーイ,,
14,7,メイショウユズルハ,牡7,菱田,栗東・岡田,差し,80.3,14,5,,38.3,520(-4),京都,43,中5週,Y,,3,ディスクリートキャット,スペシャルウィーク,,
15,8,タイトニット,牡6,丹内,栗東・今野,差し,10.2,5,9,,38.4,556(-12),京都,43,中5週,Y,,3,キズナ,シンボリクリスエス,,B
16,8,ロードラビリンス,牡4,鮫島駿,栗東・松下,差し,19.3,8,7,,36.4,500(+4),阪神,91,中12週,Y,,2,ミッキーアイル,ロードカナロア,,
