馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,クレバーテースト,セ7,荻野琢,栗東・佐藤悠,,35.8,12,11,,35.2,458(+8),阪神,111,中15週,Y,,3,オルフェーヴル,サクラバクシンオー,,
2,1,ジャスティンガルフ,牡5,松本,栗東・茶木,先行,45.6,14,1,,36.5,500(-10),小倉,20,中2週,Y,,3,エピファネイア,Pivotal,,
3,2,アイスグリーン,牡6,小沢,栗東・池添,先行,19.6,8,3,,34.9,494(0),函館,21,中2週,Y,,3,モーリス,スペシャルウィーク,,
4,2,チルカーノ,牝5,古川奈,栗東・高野,差し,32.4,11,15,,34.5,482(+2),東京,90,中12週,Y,,3,ハービンジャー,キングカメハメハ,,
5,3,エンドロール,牡7,和田陽,美浦・青木,差し,192.5,16,13,,35.6,458(+4),福島,399,中56週,Y,Y,3,ガルボ,チチカステナンゴ,,
6,3,ワイドアラジン,牡6,泉谷,栗東・奥村豊,先行,44.8,13,3,,35.4,484(-4),福島,14,中1週,Y,,3,ダイワメジャー,ウォーエンブレム,,
7,4,ハニーコム,牝5,佐々木,美浦・蛯名正,先行,4.9,2,3,,34.8,438(0),福島,35,中4週,Y,,3,シルバーステート,ホワイトマズル,,
8,4,キャントウェイト,牡5,丹内,美浦・萱野,先行,7.6,4,5,,34.2,466(-12),阪神,56,中7週,Y,,3,ゴールドシップ,アグネスデジタル,,
9,5,マイネルフーガ,牡4,斎藤,美浦・鈴木慎,先行,25.1,10,1,,35.6,484(+2),函館,20,中2週,Y,,3,ダノンバラード,タイキシャトル,,
10,5,ヨヒーン,牝4,鮫島駿,栗東・杉山晴,差し,8.6,5,1,,35.0,466(-6),函館,35,中4週,Y,,3,キズナ,Tiz Wonderful,,B
11,6,ショウナンサムデイ,牝4,池添,美浦・奥村武,差し,6.3,3,4,,34.7,440(-6),函館,21,中2週,Y,,3,サートゥルナーリア,ディープインパクト,,
12,6,アルマデオロ,牡4,武豊,栗東・清水久,先行,4.1,1,1,,35.1,496(0),函館,27,中3週,Y,,3,レイデオロ,サクラバクシンオー,,
13,7,エルフストラック,牝5,舟山,栗東・中村,先行,11.0,6,4,,35.0,494(+6),京都,70,中9週,Y,,3,カリフォルニアクローム,ダイワメジャー,,
14,7,ディヴァインスター,牡4,北村友,美浦・林,先行,17.5,7,11,,34.9,500(0),東京,77,中10週,Y,,3,アドマイヤマーズ,メジロベイリー,,
15,8,エゾダイモン,牡6,浜中,栗東・武幸,差し,101.3,15,11,,34.3,478(+8),東京,90,中12週,Y,,3,ハーツクライ,スウェプトオーヴァーボード,,
16,8,ディーガレジェンド,牡5,横山武,栗東・藤原,,20.3,9,10,,34.8,464(-6),京都,83,中11週,Y,,3,モーリス,High Chaparral,,B
