馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ピースフルナイト,牝5,戸崎圭,栗東・畑端,差し,48.5,11,10,,33.4,420(+6),中京,71,中9週,Y,,3,ファインニードル,クロフネ,,
2,2,レディメローラ,牝5,和田竜,栗東・北出,差し,87.8,14,6,,33.5,420(+18),中京,71,中9週,Y,,3,ビッグアーサー,ステイゴールド,,
3,3,フードマン,牡3,岩田望,栗東・小栗,差し,6.6,4,14,,35.0,482(-2),東京,21,中2週,Y,,3,Kingman,Dark Angel,,B
4,3,キントラダンサー,牝3,西村淳,栗東・長谷川,先行,6.0,3,1,3歳以上1勝クラス,34.6,470(+8),札幌,77,中10週,Y,,3,キタサンブラック,Kingman,,
5,4,クールベイビー,牝4,荻野極,美浦・矢野,,26.6,8,2,,32.5,468(+4),新潟,56,中7週,Y,,3,アルアイン,ケイムホーム,,
6,4,スーパーマン,牡5,松若,美浦・岩戸,差し,83.7,12,9,3歳以上2勝クラス,36.6,490(+4),中山,36,中4週,Y,,3,シルバーステート,デザートキング,,
7,5,アンビバレント,牡5,田口,栗東・藤野,差し,44.6,10,11,3歳以上2勝クラス,33.9,482(+6),京都,21,中2週,Y,,3,ディスクリートキャット,アドマイヤマックス,,
8,5,アオイレーギーナ,牝3,池添,栗東・宮地,先行,10.6,6,10,,35.4,498(+6),小倉,98,中13週,Y,,3,リアルスティール,ヨハネスブルグ,,
9,6,モジャーリオ,牡3,横山和,美浦・斎藤誠,差し,3.7,1,2,,33.4,462(+4),中山,29,中3週,Y,,3,リオンディーズ,ハービンジャー,,
10,6,ドナウパール,牝5,団野,栗東・斉藤崇,差し,86.3,13,7,,33.4,456(-14),阪神,35,中4週,Y,,3,エピファネイア,ディープインパクト,,
11,7,ビービーエフォート,牝3,武豊,美浦・高柳瑞,差し,10.0,5,7,3歳以上2勝クラス,33.4,402(-2),京都,21,中2週,Y,,3,グレーターロンドン,シンボリクリスエス,,
12,7,ルージュスエルテ,牝4,佐々木,美浦・国枝,差し,14.0,7,3,,33.3,480(0),札幌,71,中9週,Y,,3,ハーツクライ,Storm Cat,,
13,8,シュブロンレーヴル,牝4,吉村,栗東・杉山佳,差し,33.7,9,4,3歳以上2勝クラス,33.4,420(-2),京都,21,中2週,Y,,3,オルフェーヴル,ロードカナロア,,
14,8,コウセキ,牡3,ルメー,栗東・西園正,,3.8,2,3,,34.1,486(0),中山,29,中3週,Y,,3,Harry Angel,Dubawi,,
