コーナー,通過順
1コーナー,"2,1,3,12(11,6)-9,10(7,4)-8-5"
2コーナー,"2,1,3,12(11,6)-(10,9)-(7,4)-8=5"
3コーナー,"(*2,1)3(9,12,10)6-11-(7,8)=4=5"
4コーナー,"2(3,1)(9,10)12-(6,11)-7,8=4=5"
