馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,トントンビョウシ,牝3,佐々木,美浦・伊坂,先行,206.1,11,15,2歳未勝利,40.7,494(+6),中山,29,中3週,Y,,2,マテラスカイ,ゴールドアリュール,,
2,1,エスシーケイミー,牝3,大野,美浦・松山,差し,299.7,13,15,3歳新馬,37.8,454(+2),中山,20,中2週,Y,,1,マジェスティックウォリアー,ダイワメジャー,,
3,2,キタノドンカルロ,牡3,江田照,美浦・粕谷,差し,33.5,7,,,0.0,446(+2),東京,70,中9週,Y,,3,タワーオブロンドン,マンハッタンカフェ,,
4,2,ミツカネメルクリオ,牡3,キング,美浦・清水英,先行,10.2,4,13,2歳未勝利,40.8,448(+2),中山,28,中3週,Y,,2,サトノアラジン,キングズベスト,,
5,3,サノノキャニオン,牡3,横山武,美浦・栗田,先行,4.2,3,3,3歳未勝利,37.5,508(-2),中山,15,中1週,Y,,2,ヘニーヒューズ,キングヘイロー,,
6,3,アンプイットアップ,牡3,岩田望,美浦・岩戸,,4.0,2,2,3歳未勝利,38.3,500(0),中山,14,中1週,Y,,3,ディスクリートキャット,Hard Spun,,
7,4,トヨサカエ,牡3,吉田豊,美浦・高橋文,,121.2,9,,,,468(0),,,,,,,ディーマジェスティ,アルデバランII,,
8,4,イセッセイ,牝3,遠藤,美浦・伊藤伸,差し,696.6,16,9,3歳新馬,39.7,436(0),中山,21,中2週,Y,,1,エスポワールシチー,ハービンジャー,,
9,5,キタノモテック,牝3,野中,美浦・小西,,474.7,15,,,,432(0),,,,,,,ヘンリーバローズ,ヴィクトワールピサ,,
10,5,カンフーヒーロー,牡3,木幡巧,美浦・的場,追込,381.7,14,10,2歳未勝利,37.7,486(+8),阪神,29,中3週,Y,,3,ストロングリターン,Fusaichi Pegasus,,
11,6,ジャックナダル,牡3,荻野極,美浦・伊坂,先行,2.3,1,9,2歳未勝利,38.6,528(+2),東京,77,中10週,Y,,2,ナダル,New Approach,,
12,6,フェスティヴハート,牝3,柴田大,美浦・畠山,差し,13.7,6,3,2歳未勝利,38.2,498(+2),中山,49,中6週,Y,,3,アジアエクスプレス,オルフェーヴル,,
13,7,スーパーガール,牝3,佐藤,美浦・伊藤圭,先行,11.3,5,7,2歳未勝利,39.1,488(-8),中山,29,中3週,Y,,3,ドレフォン,スズカマンボ,,
14,7,ベンガルボダイジュ,牡3,上里,美浦・杉浦,追込,277.7,12,8,2歳未勝利,38.1,434(0),中山,29,中3週,Y,,3,ルーラーシップ,ハーツクライ,,
15,8,シンクシビリティ,牝3,,美浦・青木,差し,86.2,8,4,3歳新馬,39.1,430(-2),中山,21,中2週,Y,,1,ミスチヴィアスアレックス,クロフネ,,
16,8,ステラゲイル,牡3,丸田,美浦・石栗,先行,186.1,10,8,2歳新馬,39.0,472(+4),中山,42,中5週,Y,,1,インカンテーション,カジノドライヴ,,
