馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,クリニクラウン,牝4,岩田康,美浦・小手川,差し,13.5,8,8,3歳以上2勝クラス,37.0,480(-4),東京,48,中6週,Y,,3,トビーズコーナー,ディープブリランテ,
2,1,ルナビス,牝4,鮫島駿,栗東・森田,,3.2,1,2,,38.1,486(-2),京都,28,中3週,Y,,3,ディーマジェスティ,クロフネ,
3,2,メイショウポペット,牝4,横山和,栗東・角田,差し,7.8,6,2,3歳以上2勝クラス,37.7,498(+2),京都,14,中1週,Y,,3,ヴィクトワールピサ,Uncle Mo,
4,2,ピュアグルーヴ,牝4,藤岡佑,栗東・藤岡,先行,7.5,4,5,,36.0,468(-4),東京,28,中3週,Y,,3,ドレフォン,スペシャルウィーク,
5,3,アルムエアフォルク,牝4,永島,栗東・平田,差し,38.3,9,1,3歳以上1勝クラス,38.0,474(-4),福島,20,中2週,Y,,3,シャンハイボビー,ワイルドラッシュ,
6,3,スカンジナビア B,牝5,国分恭,栗東・安達,,49.5,11,16,3歳以上2勝クラス,49.1,484(0),京都,41,中5週,Y,,3,カレンブラックヒル,ダンスインザダーク,
7,4,アルタビスタ B,牝4,吉村,栗東・松永幹,,7.7,5,4,3歳以上2勝クラス,39.3,466(-4),京都,14,中1週,Y,,3,ロードカナロア,スペシャルウィーク,
8,4,メロウヴォイス,牝5,高杉,美浦・上原博,差し,139.5,13,7,3歳以上2勝クラス,36.5,454(-10),東京,21,中2週,Y,,3,ロードカナロア,ディープインパクト,
9,5,ノーブルマルシェ,牝4,亀田,美浦・久保田,先行,247.9,15,7,,38.4,466(-4),新潟,47,中6週,Y,,3,ルーラーシップ,シンボリクリスエス,
10,5,アコークロー,牝5,吉田隼,美浦・大竹,差し,7.2,3,7,3歳以上2勝クラス,35.8,490(-8),東京,48,中6週,Y,,3,フェノーメノ,キングカメハメハ,
11,6,チカミリオン,牝3,西塚,栗東・大久保,差し,12.6,7,15,3歳以上2勝クラス,39.2,478(-2),京都,41,中5週,Y,,3,キズナ,Medaglia d'Oro,
12,6,タマモベローナ B,牝5,長岡,栗東・高橋亮,差し,275.0,16,16,,41.7,504(+8),中京,104,中14週,Y,,3,マジェスティックウォリアー,ワイルドラッシュ,
13,7,ワイルドベティ B,牝5,小沢,栗東・今野,差し,39.9,10,4,3歳以上2勝クラス,38.7,424(-10),京都,41,中5週,Y,,3,ドゥラメンテ,Include,
14,7,ルージュアベリア,牝3,斎藤,美浦・田中博,先行,6.8,2,1,3歳以上1勝クラス,36.7,480(-12),新潟,55,中7週,Y,,3,キズナ,Burning Roma,
15,8,アーレンダール B,牝5,Ｈドイ,美浦・宮田,差し,56.9,12,10,3歳以上2勝クラス,39.6,496(0),京都,41,中5週,Y,,3,ドゥラメンテ,Officer,
16,8,キタノブライド,牝4,藤懸,栗東・坂口,差し,143.6,14,14,3歳以上2勝クラス,34.4,432(-8),京都,35,中4週,Y,,3,マクフィ,ディープインパクト,
