着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,6,サニーオーシャン,セ6,54.0,幸,1:08.6,,11,36.2,34.0,美浦中野,458(0)
2,6,9,アップストローク,セ5,57.0,丹内,1:08.7,クビ,2,4.1,33.8,美浦杉浦,458(-4)
3,3,3,アスクキングコング,セ6,55.0,荻野琢,1:08.7,クビ,6,16.4,34.2,栗東梅田,454(-16)
4,7,12,ジョリダム,牝4,53.0,富田,1:08.7,アタマ,4,7.2,33.8,栗東武英,444(0)
5,4,5,ナリタローゼ,牝6,53.0,北村友,1:08.7,アタマ,7,17.7,34.8,栗東高橋亮,482(-4)
6,7,11,サトノルーチェ,牝6,54.0,藤岡佑,1:08.8,1/2,5,11.3,33.7,栗東吉村,436(-10)
7,8,13,スムースベルベット,牝4,55.0,佐々木,1:08.8,アタマ,3,5.3,34.6,美浦手塚,496(+4)
8,8,14,サトノグレイト,セ4,56.0,鮫島駿,1:08.9,1/2,1,3.8,34.5,栗東中竹,490(-6)
9,5,8,テンジュイン,牝7,53.0,藤岡康,1:08.9,ハナ,12,42.5,34.5,栗東千田,462(0)
10,1,1,スカプラリオ,牝4,53.0,小林凌,1:09.0,クビ,13,48.1,34.9,栗東佐々木,460(-8)
11,6,10,ベジェサ,牝5,52.0,小沢,1:09.0,クビ,10,22.6,34.4,栗東飯田祐,484(+2)
12,2,2,スクルプトーリス,牝4,53.0,泉谷,1:09.1,1/2,8,19.5,35.0,栗東松下,450(-10)
13,3,4,ショウナンアメリア,牝5,54.0,吉田隼,1:09.2,クビ,9,22.4,34.8,美浦奥村武,460(+2)
14,5,7,ソールズベリー,牝5,51.0,藤懸,1:10.7,9,14,125.1,36.6,美浦竹内,448(-2)
