着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,16,リュミエールノワル,牡5,55.0,横山和,1:19.9,,7,19.5,34.3,美浦上原佑,476(0)
2,4,7,シャドウフューリー,牡4,56.0,津村,1:19.9,クビ,2,7.1,33.8,栗東杉山晴,480(-2)
3,1,2,ベガリス,牝4,53.0,藤懸,1:19.9,ハナ,5,13.8,34.5,栗東高橋忠,434(+8)
4,7,14,マンドローネ,牝5,54.0,浜中,1:19.9,ハナ,4,10.0,33.5,美浦尾関,454(0)
5,2,3,スプレモフレイバー,牡4,55.0,田辺,1:20.1,1,6,14.1,34.4,美浦久保田,480(-6)
6,8,17,ヤマニンデンファレ,牝6,53.0,大野,1:20.1,ハナ,13,53.5,33.7,美浦辻,484(-2)
7,8,18,ミシシッピテソーロ,牝4,54.0,永野,1:20.1,クビ,9,25.3,34.1,美浦畠山,432(-4)
8,3,6,オメガキャプテン,牡4,56.0,戸崎圭,1:20.1,ハナ,1,2.1,34.2,美浦大和田,470(-4)
9,2,4,リサリサ,牝4,55.0,石川,1:20.2,クビ,3,7.7,33.4,美浦田村,482(-4)
10,3,5,レガトゥス,セ6,56.0,北村宏,1:20.4,1.1/4,11,41.5,34.2,美浦木村,544(-4)
11,5,10,ルミノメテオール,牝4,54.0,佐々木,1:20.4,クビ,10,34.5,33.7,美浦金成,456(0)
12,1,1,ショウナンアレス,牡6,56.0,三浦,1:20.5,アタマ,8,25.0,34.6,栗東新谷,528(+4)
13,4,8,コスモエスパーダ,牡8,55.0,丸山,1:20.6,3/4,18,299.3,34.9,美浦天間,508(+8)
14,7,15,ピピオラ,牝4,52.0,吉田豊,1:20.6,クビ,16,93.7,33.6,栗東武幸,470(0)
15,7,13,アステロイドベルト,セ7,55.0,坂井,1:20.6,ハナ,14,72.7,33.9,栗東池江,494(0)
16,6,11,ヒルノショパン,牡5,55.0,横山典,1:20.9,1.1/2,12,41.7,35.0,栗東昆,458(+4)
17,6,12,シュヴェルトライテ,牝5,55.0,内田博,1:21.2,2,15,87.0,35.1,美浦池上,442(+2)
18,5,9,クレスコジョケツ,牝5,52.0,木幡巧,1:21.6,2.1/2,17,263.4,35.1,栗東木原,466(-4)
