着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,12,ルージュスタニング,牝5,54.0,戸崎圭,1:36.3,,3,5.2,36.2,栗東友道,520(+2)
2,2,3,セギレエルビエント,牝4,54.0,川田,1:36.3,クビ,1,3.2,36.4,美浦伊坂,472(+8)
3,5,9,クールブロン,牡6,55.0,三浦,1:36.5,1,6,14.1,36.3,栗東井上,550(+16)
4,3,4,リバートゥルー,牝6,54.0,吉田豊,1:36.5,クビ,8,20.3,36.1,美浦久保田,472(+2)
5,8,15,フルオール,牡7,57.0,斎藤,1:36.7,1.1/4,5,11.0,35.3,美浦斎藤誠,482(-2)
6,2,2,パフ,牡5,55.0,西塚,1:36.8,クビ,9,25.4,35.8,栗東橋口,482(-2)
7,7,13,ミライヘノカギ,牡4,57.0,坂井,1:36.9,3/4,4,6.5,36.6,美浦上原佑,532(+2)
8,6,10,ベルダイナフェロー,牝5,52.0,松若,1:37.0,クビ,11,41.8,37.2,栗東東田,468(-10)
9,4,6,ロッシニアーナ,牡4,55.0,ルメー,1:37.0,クビ,2,5.1,37.3,美浦木村,522(+6)
10,8,14,メイショウポペット,牝6,52.0,柴田大,1:37.1,クビ,15,223.3,36.4,栗東角田,508(+10)
11,4,7,フラムリンガム,セ5,53.0,北村友,1:38.0,5,13,80.1,37.0,美浦柄崎,468(-14)
12,5,8,レディーフランシス,牝4,53.0,横山典,1:38.0,ハナ,7,17.3,36.5,美浦和田勇,446(0)
13,1,1,オンザライン,セ8,56.0,木幡巧,1:38.3,2,12,68.0,38.3,美浦大和田,464(+4)
14,3,5,グランドセントラル,牡5,53.0,秋山稔,1:38.4,クビ,14,184.6,38.7,栗東北出,472(+4)
15,6,11,ノーブルスカイ,牡5,54.0,西村淳,1:38.5,1/2,10,27.0,36.5,栗東高柳大,484(-2)
