馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,カウンターセブン,牡4,小林美,美浦・村田,,5.1,2,5,,34.5,520(+6),小倉,28,中3週,Y,,3,ロジャーバローズ,War Front,,B
2,1,インプロバイザー,牡7,松若,栗東・東田,,33.0,12,5,4歳以上2勝クラス,35.2,490(-8),京都,19,中2週,Y,,3,ダイワメジャー,Closing Argument,,
3,2,ラブディーヴァ,牝5,石田,美浦・田中勝,差し,43.1,14,1,4歳以上1勝クラス,34.4,442(-6),小倉,15,中1週,Y,,3,ダイワメジャー,Dylan Thomas,,
4,2,ゼンダンタカ,牝4,今村,美浦・田村,先行,144.3,17,15,,39.3,444(0),福島,99,中13週,Y,,3,アジアエクスプレス,ダイワメジャー,,
5,3,ワインクーラー,牝4,富田,栗東・石橋,差し,12.0,6,1,4歳以上1勝クラス,34.5,454(0),小倉,22,中2週,Y,,3,モズアスコット,ディープインパクト,,
6,3,エイヨーアメジスト,牝4,中井,栗東・牧田,差し,210.9,18,11,3歳以上2勝クラス,34.0,446(-10),阪神,155,中21週,Y,,2,アレスバローズ,タートルボウル,,
7,4,ディアドコス,牡6,松本,栗東・羽月,差し,26.0,11,6,,34.9,488(+8),小倉,224,中31週,Y,Y,3,ネロ,マンハッタンカフェ,,
8,4,ヤマニンレセディ,牝4,横山琉,栗東・長谷川,先行,23.4,10,1,4歳以上1勝クラス,34.7,458(-4),小倉,21,中2週,Y,,3,エピファネイア,シニスターミニスター,,
9,5,マイネルラッシュ,牡6,斎藤,美浦・水野,差し,51.3,15,3,,33.9,468(-4),小倉,14,中1週,Y,,3,ダイワメジャー,バゴ,,
10,5,フォティック,牡6,吉田隼,栗東・飯田,差し,8.5,4,1,4歳以上1勝クラス,33.5,474(-2),小倉,29,中3週,Y,,3,エイシンヒカリ,ジャングルポケット,,
11,6,ララアヴリル,セ4,藤懸,栗東・斉藤崇,先行,15.9,8,4,,36.1,480(-2),小倉,15,中1週,Y,,3,Collected,Medaglia d'Oro,,B
12,6,ベンガン,牡9,亀田,栗東・千田,差し,106.8,16,8,3歳以上2勝クラス,33.7,490(+4),東京,112,中15週,Y,,3,オルフェーヴル,ダンスインザダーク,,
13,7,シュブロンレーヴル,牝5,小沢,栗東・杉山佳,差し,16.7,9,4,,33.7,426(0),小倉,28,中3週,Y,,3,オルフェーヴル,ロードカナロア,,
14,7,イグニション,牡6,田山,栗東・畑端,差し,40.2,13,4,,34.5,458(-4),小倉,14,中1週,Y,,3,スノードラゴン,ダンスインザダーク,,B
15,7,セイウンデセオ,牝5,菊沢,美浦・小手川,差し,7.3,3,1,4歳以上1勝クラス,33.5,490(-2),小倉,28,中3週,Y,,3,ヴィクトワールピサ,パイロ,,
16,8,モーデン,牡8,鮫島駿,栗東・加藤公,差し,10.1,5,4,4歳以上2勝クラス,34.0,492(-10),京都,19,中2週,Y,,3,モーリス,フレンチデピュティ,,
17,8,シアター,牝5,菱田,栗東・茶木,差し,13.0,7,10,3歳以上2勝クラス,35.3,448(-4),阪神,84,中11週,Y,,3,リアルスティール,キングカメハメハ,,
18,8,ヒーローインチーフ,セ5,丹内,栗東・吉田,差し,4.4,1,3,,33.1,446(-2),小倉,28,中3週,Y,,3,ディスクリートキャット,タニノギムレット,,
