コーナー,通過順
1コーナー,"8,3-5-2-6-(1,7)4"
2コーナー,"8,3,5-2,6,4,1,7"
3コーナー,"8(3,5)6(4,2)-(1,7)"
4コーナー,"(*8,5)(6,4)2,3(1,7)"
