馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アオカミ,セ4,菊沢,美浦・松山,先行,27.4,9,5,4歳以上1勝クラス,38.2,476(+4),福島,22,中2週,Y,,1,ラブリーデイ,ブライアンズタイム,
2,2,アイスランドポピー,牝4,杉原,美浦・中川,差し,10.5,5,11,4歳以上1勝クラス,36.2,476(+6),小倉,99,中13週,Y,,3,エピファネイア,キングカメハメハ,
3,3,コスモミローディア,牡7,柴田大,美浦・天間,差し,129.8,11,5,4歳以上1勝クラス,34.4,482(0),東京,14,中1週,Y,,3,ダノンバラード,アドマイヤムーン,
4,4,ビートザレコード,牡4,武藤,美浦・戸田,差し,18.8,7,9,,35.2,470(0),福島,21,中2週,Y,,3,ジャスタウェイ,Victory Note,
5,5,リッチブラック,牡4,荻野極,栗東・友道,先行,3.7,2,4,,36.0,450(+2),福島,21,中2週,Y,,3,エピファネイア,ブライアンズタイム,
6,5,モンサンプリーモ,牝4,富田,栗東・中竹,,27.1,8,,,0.0,476(-6),小倉,274,中38週,Y,Y,3,キズナ,ジェイドロバリー,
7,6,マイネルジャッカル,牡5,丹内,美浦・西田,差し,5.6,4,5,,34.9,482(+2),福島,21,中2週,Y,,3,トーホウジャッカル,マイネルラヴ,
8,6,エボカシオン,牡6,菱田,栗東・藤沢,差し,47.9,10,8,,35.3,526(+4),福島,21,中2週,Y,,3,ハーツクライ,Roman Ruler,
9,7,グルーヴビート,牡5,石橋脩,栗東・中村,差し,4.5,3,4,4歳以上1勝クラス,33.1,482(-4),京都,15,中1週,Y,,3,ディープブリランテ,シンボリクリスエス,
10,7,マテウス,牡4,丸山,栗東・鮫島,差し,16.0,6,11,,35.4,522(0),福島,21,中2週,Y,,3,モーリス,Teofilo,
11,8,サンライズロナウド,牡4,斎藤,栗東・安田隆,追込,3.6,1,3,,35.1,464(-8),中京,50,中6週,Y,,3,ハービンジャー,アドマイヤベガ,
12,8,キヨラ B,牝5,,美浦・堀内,先行,135.1,12,9,4歳以上1勝クラス,35.5,478(0),新潟,14,中1週,Y,,3,エピファネイア,ラムタラ,
