券種,組み合わせ,配当,人気
単勝,5,590,4
複勝,5,190,4
複勝,13,610,7
複勝,2,130,2
枠連,4-8,3230,11
馬連,5-13,9220,22
ワイド,5-13,2140,22
ワイド,2-5,370,4
ワイド,2-13,1410,14
馬単,5-13,16220,35
3連複,2-5-13,7590,23
3連単,5-13-2,60300,143
