馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ボンベール,牡9,木幡巧,美浦・的場,,105.3,8,6,,37.4,504(+8),中山,342,中48週,Y,Y,3,ブラックタイド,ワイルドラッシュ,
2,2,ナムアミダブツ,牡8,,美浦・加藤和,差し,85.0,7,9,,34.7,480(+2),東京,21,中2週,Y,,3,オルフェーヴル,トニービン,
3,3,サイモンルモンド,セ8,野中,美浦・根本,追込,271.2,10,11,,40.5,468(-2),中山,61,中8週,Y,,3,ダノンシャンティ,サクラローレル,
4,4,カフェグランデ,牡4,横山和,美浦・嘉藤,差し,3.4,3,7,,35.0,466(-2),東京,21,中2週,Y,,3,レイデオロ,マンハッタンカフェ,
5,5,ノーブルクライ B,牡5,内田博,美浦・田村,差し,20.8,5,6,,34.6,506(-2),東京,21,中2週,Y,,3,ハーツクライ,Smarty Jones,
6,6,コルデアニル,牝5,丹内,美浦・金成,差し,118.6,9,12,4歳以上2勝クラス,37.9,480(-2),中山,7,連闘,Y,,3,モーリス,フジキセキ,
7,7,サンライズソレイユ,牡4,横山武,栗東・矢作,差し,2.1,1,3,,36.2,518(-8),阪神,7,連闘,Y,,3,キズナ,Scat Daddy,
8,7,キャルレイ B,牡6,佐々木,美浦・鹿戸,差し,18.3,4,6,,37.0,490(+4),中京,83,中11週,Y,,3,ハービンジャー,ディープインパクト,
9,8,レッドテリオス B,牡4,戸崎圭,美浦・古賀,差し,2.8,2,1,4歳以上1勝クラス,34.4,482(+2),中山,55,中7週,Y,,3,ジャスタウェイ,Efisio,
10,8,キープスマイリング,牝5,北村宏,美浦・武井,先行,54.9,6,9,,38.3,550(-2),中京,56,中7週,Y,,3,Quality Road,Mineshaft,
