馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,マピュース,牝4,田辺,美浦・和田勇,差し,7.4,3,5,,35.4,494(-2),東京,49,中6週,Y,,3,マインドユアビスケッツ,シンボリクリスエス,,
2,1,レディマリオン,牝5,吉村,栗東・長谷川,,13.8,9,1,,33.4,462(+14),中京,106,中14週,Y,,3,ハービンジャー,サンデーサイレンス,,
3,2,モリノドリーム,牝7,小林美,美浦・鈴木伸,差し,126.4,17,4,,33.2,492(0),中山,64,中8週,Y,,3,モーリス,アドマイヤムーン,,
4,2,カンパニョーラ,牝7,嶋田,美浦・伊坂,差し,204.2,18,7,,36.2,470(+4),中山,63,中8週,Y,,3,ジャスタウェイ,Lizard Island,,
5,3,ウイントワイライト,牝4,横山典,栗東・西園翔,差し,8.6,4,1,,33.1,450(0),東京,49,中6週,Y,,3,レイデオロ,ダイワメジャー,,
6,3,ナムラクララ,牝4,浜中,栗東・長谷川,先行,10.3,6,6,,34.5,472(-12),小倉,35,中4週,Y,,3,アドマイヤマーズ,Storm Cat,,
7,4,チェルビアット,牝4,西村淳,栗東・高野,差し,5.9,2,2,,33.5,492(-2),京都,36,中4週,Y,,3,ロードカナロア,フレンチデピュティ,,B
8,4,ソルトクィーン,牝5,富田,栗東・武英,先行,9.1,5,8,,33.9,444(-2),京都,36,中4週,Y,,3,シルバーステート,ストロングリターン,,
9,5,マサノカナリア,牝5,古川吉,栗東・藤野,先行,54.4,15,10,,34.5,464(-2),阪神,29,中3週,Y,,3,シルバーステート,メイショウボーラー,,
10,5,セフィロ,牝6,吉田隼,美浦・菊沢,差し,34.1,13,8,,32.9,470(+2),京都,57,中7週,Y,,3,イスラボニータ,ハーツクライ,,B
11,6,スリールミニョン,牝4,丸山,栗東・高橋康,,23.9,10,16,,34.4,458(+2),阪神,29,中3週,Y,,3,ミスターメロディ,クロフネ,,
12,6,カルプスペルシュ,牝4,横山武,栗東・石坂,先行,12.8,8,4,,33.3,474(+4),京都,49,中6週,Y,,3,シュヴァルグラン,ロードカナロア,,
13,7,アブキールベイ,牝4,小崎,栗東・坂口,差し,39.5,14,6,,33.1,440(-4),京都,49,中6週,Y,,3,ファインニードル,ハーツクライ,,
14,7,シンバーシア,牝5,団野,美浦・萩原,先行,58.2,16,12,,34.1,458(-4),中山,64,中8週,Y,,3,ロードカナロア,ストリートセンス,,
15,7,ワイドラトゥール,牝5,西塚,栗東・藤原,差し,11.9,7,17,,33.3,442(+12),京都,119,中16週,Y,,3,カリフォルニアクローム,アグネスタキオン,,
16,8,ドロップオブライト,牝7,松若,栗東・福永,差し,5.7,1,3,,34.5,440(0),阪神,29,中3週,Y,,3,トーセンラー,フレンチデピュティ,,
17,8,リラボニート,牝5,田山,栗東・須貝,先行,26.4,11,3,,33.3,466(0),京都,36,中4週,Y,,3,スクリーンヒーロー,アグネスデジタル,,
18,8,アイサンサン,牝4,,栗東・橋田,,27.6,12,1,,34.1,458(-4),阪神,28,中3週,Y,,3,キズナ,シンボリクリスエス,,
