馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ミッキーチャレンジ,牡5,川田,栗東・中内田,差し,10.0,5,7,3歳以上2勝クラス,34.4,504(+12),京都,239,中33週,Y,Y,3,ジャスタウェイ,アドマイヤムーン,
2,2,トーホウフランゴ,牝4,団野,栗東・高橋康,差し,16.7,7,12,4歳以上2勝クラス,35.2,444(0),京都,43,中5週,Y,,3,トーホウジャッカル,ノヴェリスト,
3,2,ワンダーカタリナ,牡7,角田和,栗東・河内,差し,75.7,11,8,4歳以上2勝クラス,34.3,510(-4),京都,43,中5週,Y,,3,キズナ,リンドシェーバー,
4,3,コスモイグローク,牡4,秋山稔,美浦・蛯名利,差し,341.3,15,9,薫風賞競走,37.6,500(+5),大井,54,中7週,,,0,ジョーカプチーノ,キングヘイロー,
5,3,トールキン,牡4,,栗東・西園正,先行,17.7,8,12,,35.4,496(-2),福島,92,中12週,Y,,3,ダイワメジャー,キングカメハメハ,
6,4,ワンダーキサラ,牝5,太宰,栗東・石橋,先行,8.0,4,3,,34.8,462(-2),京都,35,中4週,Y,,3,ザファクター,Medaglia d'Oro,
7,4,ニシノデフィレ,セ5,田口,栗東・宮本,先行,81.0,12,10,,36.2,502(-6),小倉,162,中22週,Y,,3,ロードカナロア,スペシャルウィーク,
8,5,フリートオブフット,牝5,荻野極,美浦・奥村武,先行,48.0,10,6,4歳以上2勝クラス,33.8,448(0),東京,64,中8週,Y,,3,キンシャサノキセキ,サクラバクシンオー,
9,5,モズトキキ,牝3,松山,栗東・村山,,4.5,3,16,,34.3,528(-20),京都,43,中5週,Y,,3,グランプリボス,Congrats,
10,6,ビッグボーンリタ,牝4,永島,栗東・高橋康,差し,149.0,14,10,,34.2,474(-2),京都,35,中4週,Y,,3,ビッグアーサー,アグネスタキオン,
11,6,プロトポロス,牡4,坂井,栗東・西村,差し,4.4,2,1,3歳1勝クラス,33.6,490(+8),中京,547,中77週,Y,Y,3,War Front,サンデーブレイク,
12,7,レッドヒルシューズ B,牝4,酒井,栗東・武英,,14.5,6,14,4歳以上2勝クラス,35.6,452(0),京都,57,中7週,Y,,3,ハーツクライ,アグネスデジタル,
13,7,オックスリップ,牝4,西村淳,栗東・杉山晴,差し,3.4,1,2,4歳以上2勝クラス,33.6,456(+2),京都,57,中7週,Y,,3,サトノダイヤモンド,Danehill Dancer,
14,8,トーホウガレオン B,牡4,菱田,栗東・石坂,先行,130.5,13,14,,39.9,510(-6),小倉,8,連闘,Y,,3,リアルスティール,Songandaprayer,
15,8,インプロバイザー B,牡5,武豊,栗東・音無,先行,23.0,9,11,,34.7,496(+12),福島,77,中10週,Y,,3,ダイワメジャー,Closing Argument,
