着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,13,ナルカミ,牡3,55.0,戸崎圭,1:44.2,,1,1.2,36.8,美浦田中博,496(0)
2,4,6,クラウンシエンタ,牡4,58.0,三浦,1:45.0,5,3,9.0,37.1,美浦水野,492(-2)
3,7,12,タナサンブラック,牡5,58.0,荻野極,1:46.3,8,5,38.4,38.0,美浦伊坂,508(+4)
4,1,1,ライジンマル,牡4,58.0,津村,1:46.9,3.1/2,2,5.1,38.6,美浦竹内,526(0)
5,8,14,トルーマンテソーロ,牡6,58.0,菅原明,1:46.9,ハナ,4,29.8,39.3,美浦菊川,530(0)
6,2,2,フラッシング,牡4,58.0,国分恭,1:46.9,アタマ,7,46.4,38.6,栗東牧浦,480(-4)
7,6,10,ミヤビクライ,牡6,58.0,菊沢,1:47.1,1.1/4,11,139.6,39.2,美浦小島,490(-16)
8,5,8,アースイオス,牡4,58.0,小林凌,1:47.1,アタマ,8,47.5,37.7,美浦小西,530(0)
9,3,3,アトラクティーボ,牡6,58.0,武藤,1:47.2,クビ,12,184.3,38.6,美浦武藤,526(-4)
10,4,5,モナコブル,牡4,58.0,大野,1:47.2,ハナ,6,41.7,38.4,美浦岩戸,466(+2)
11,7,11,セキテイオー,牡6,58.0,江田照,1:47.2,クビ,10,105.2,39.3,美浦田中剛,476(0)
12,3,4,イデアユウシン,牡5,58.0,木幡育,1:47.5,1.3/4,9,54.8,38.9,美浦松永康,536(-6)
13,6,9,アッティラ,牡5,58.0,横山琉,1:47.8,1.3/4,13,208.0,38.8,美浦相沢,448(-10)
14,5,7,デルバイス,牡6,58.0,嶋田,1:47.8,クビ,14,395.8,39.2,美浦南田,450(-7)
