着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,3,5,ダノンシーマ,牡3,56.0,川田,2:24.9,,1,2.1,34.1,栗東中内田,494(+6)
2,1,2,アクアヴァーナル,牝4,56.0,坂井,2:25.3,2.1/2,2,4.8,34.3,栗東四位,470(0)
3,2,4,ウイントレメンデス,牡4,58.0,武豊,2:25.4,1/2,6,13.2,33.9,栗東長谷川,476(-2)
4,3,6,アスターブジエ,牡5,58.0,西村淳,2:25.4,アタマ,11,52.8,34.5,栗東中竹,472(-2)
5,4,7,レミージュ,牝5,56.0,北村友,2:25.4,アタマ,7,16.3,34.0,栗東井上,454(+10)
6,5,10,レッドテリオス,牡4,58.0,マーカ,2:25.4,ハナ,4,12.3,34.4,美浦古賀,480(+2)
7,6,12,スピードリッチ,牡4,58.0,藤岡佑,2:25.5,1/2,9,26.7,34.7,栗東藤岡,480(-2)
8,5,9,タイセイフェリーク,牝5,56.0,団野,2:25.6,アタマ,12,53.3,34.1,栗東田中克,426(-2)
9,4,8,ウインルーティン,牡5,58.0,松山,2:25.9,2,10,37.4,35.1,栗東長谷川,482(0)
10,8,15,ギャンブルルーム,牡4,58.0,Cデム,2:25.9,クビ,3,11.1,35.0,栗東大久保,504(+2)
11,1,1,バロネッサ,牝4,56.0,吉村,2:26.0,クビ,13,79.0,34.8,美浦田中博,506(-8)
12,7,14,サトノクローク,牡5,58.0,菱田裕,2:26.1,1,14,207.0,34.9,栗東橋口,466(0)
13,2,3,ダノンホイットニー,牝4,56.0,ルメー,2:26.2,1/2,8,17.0,35.0,美浦大竹,430(-8)
14,7,13,インザモーメント,牡4,58.0,岩田望,2:27.0,5,5,13.2,36.3,栗東田中克,498(+10)
15,6,11,ミアステラ,セ6,58.0,国分優,2:27.1,3/4,15,254.1,36.6,栗東大根田,514(+8)
16,8,16,イヤサカ,牝7,56.0,田口,2:27.2,クビ,16,324.6,36.6,美浦天間,488(-6)
