券種,組み合わせ,配当,人気
単勝,4,360,1
複勝,4,170,2
複勝,8,190,4
複勝,10,460,7
枠連,4-7,930,5
馬連,4-8,910,3
ワイド,4-8,400,2
ワイド,4-10,1170,17
ワイド,8-10,1480,20
馬単,4-8,1540,3
3連複,4-8-10,4880,20
3連単,4-8-10,15800,41
