馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ボンヴィアッジョ,牝3,的場,美浦・西田,,43.7,10,,,,500(0),,,,,,,エスポワールシチー,カコイーシーズ,,
2,1,フレキシブル,牝3,戸崎圭,美浦・斎藤誠,,2.7,1,,,,438(0),,,,,,,シルバーステート,Curlin,,
3,2,エリンフレーム,牝3,菊沢,美浦・清水英,,8.1,4,,,,444(0),,,,,,,フィレンツェファイア,スクリーンヒーロー,,
4,2,アルナブ,牝3,佐藤,美浦・奥平,,175.9,15,,,,410(0),,,,,,,マインドユアビスケッツ,スクリーンヒーロー,,
5,3,カツノサーティーン,牡3,岩部,美浦・伊藤伸,,203.7,16,,,,500(0),,,,,,,ウインブライト,メイショウサムソン,,
6,3,ブラックゲイル,牡3,水沼,美浦・加藤和,,113.8,14,,,,478(0),,,,,,,カレンブラックヒル,サウスヴィグラス,,
7,4,マイトリックスター,牝3,石神道,美浦・和田勇,,9.0,5,,,,444(0),,,,,,,ダノンレジェンド,ステイゴールド,,
8,4,ホウオウライラック,牝3,丸田,美浦・高柳瑞,,54.5,11,,,,430(0),,,,,,,レイデオロ,ディープインパクト,,
9,5,タッチザスカイ,牝3,菅原明,美浦・高木,,28.1,9,,,,442(0),,,,,,,マテラスカイ,キングカメハメハ,,
10,5,リゾートライン,牡3,荻野極,美浦・伊坂,,13.5,7,,,,502(0),,,,,,,ドレフォン,ロードカナロア,,
11,6,ヨドノヒロイン,牝3,長浜,美浦・武市,,5.7,2,,,,482(0),,,,,,,マジェスティックウォリアー,タイキシャトル,,
12,6,ヴォンドゥ,牝3,遠藤,栗東・小栗,,6.0,3,,,,424(0),,,,,,,ルヴァンスレーヴ,Northern Afleet,,
13,7,スカット,牝3,上里,美浦・堀内,,11.8,6,,,,446(0),,,,,,,ゴールドドリーム,ハーツクライ,,
14,7,アイファーセラピー,牝3,野中,美浦・蛯名利,,106.4,13,,,,400(0),,,,,,,タニノフランケル,ハービンジャー,,
15,8,スローモーション,牝3,長岡,美浦・深山,,27.4,8,,,,388(0),,,,,,,ミスチヴィアスアレックス,ディープインパクト,,
16,8,カンノンミッキー,牡3,木幡巧,美浦・小西,,54.8,12,,,,484(0),,,,,,,ミッキーロケット,フサイチリシャール,,
