馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,アラナコア,牡3,国分恭,栗東・田中克,先行,4.3,2,2,3歳以上1勝クラス,36.0,490(-4),中京,8,連闘,Y,,3,ブリックスアンドモルタル,キングカメハメハ,
2,1,ウィープディライト,セ3,斎藤,栗東・池添,先行,7.2,4,9,3歳以上1勝クラス,40.4,504(+4),新潟,71,中9週,Y,,3,ドゥラメンテ,Mineshaft,
3,2,マハナ,牝3,柴田裕,栗東・鮫島,差し,79.9,14,6,3歳以上1勝クラス,34.9,442(-8),中京,28,中3週,Y,,3,ハービンジャー,ディープインパクト,
4,2,ビレッジイーグル,牡7,木幡初,美浦・竹内,逃げ,7.1,3,5,,13.6,520(+8),中山,176,中24週,Y,,3,ベーカバド,ニューイングランド,
5,3,フォーグッド B,セ5,丸山,美浦・国枝,差し,14.6,6,4,3歳以上1勝クラス,34.7,516(0),中山,29,中3週,Y,,3,ディープインパクト,Congrats,
6,3,ルミエールドゥース B,牝3,荻野極,栗東・辻野,差し,26.5,9,5,3歳未勝利,34.9,478(0),中京,43,中5週,Y,,3,ハーツクライ,Vespone,
7,4,サルヴェージワーク,牡3,石橋脩,美浦・田村,差し,8.8,5,14,,35.9,524(-8),中山,20,中2週,Y,,3,Le Havre,モンジュー,
8,4,パッカパッカブー B,牡3,菊沢,美浦・堀内,差し,15.7,7,5,3歳以上1勝クラス,35.7,496(+4),中山,22,中2週,Y,,3,ハービンジャー,ハーツクライ,
9,5,イゾレエオリア,牝4,丹内,美浦・伊藤大,差し,3.3,1,4,3歳以上1勝クラス,34.9,460(+12),新潟,63,中8週,Y,,3,ハービンジャー,キングカメハメハ,
10,5,ティータイム,牝4,西塚,栗東・長谷川,差し,41.5,12,3,,37.3,458(+12),小倉,99,中13週,Y,,3,サトノクラウン,エンパイアメーカー,
11,6,ニシノザイホウ,牡3,松本,栗東・新谷,先行,198.7,15,14,3歳以上1勝クラス,39.7,430(+2),中京,8,連闘,Y,,3,シルバーステート,エリシオ,
12,6,ライヴァル,牡4,小林凌,美浦・天間,追込,389.0,16,9,3歳以上1勝クラス,37.8,486(+2),中山,22,中2週,Y,,3,ハーツクライ,Aussie Rules,
13,7,リリエンフェルト,牝3,武藤,美浦・相沢,差し,26.3,8,3,3歳未勝利,35.8,452(+4),新潟,35,中4週,Y,,3,ルーラーシップ,ダイワメジャー,
14,7,サイレントグルーヴ,牝3,小沢,栗東・角田,差し,31.6,10,9,,35.1,486(+2),京都,148,中20週,Y,,3,ドゥラメンテ,ホワイトマズル,
15,8,ヴァンデスト,牝5,永島,栗東・藤沢,差し,35.3,11,6,,34.6,420(+2),中京,43,中5週,Y,,3,オルフェーヴル,ディープインパクト,
16,8,エコロマーベリック B,セ4,小林勝,美浦・加藤征,,73.4,13,7,3歳以上1勝クラス,36.6,498(+6),中山,22,中2週,Y,,3,ハーツクライ,Ghostzapper,
