コーナー,通過順
1コーナー,"10-7(5,8)3,6(9,2)1-4"
2コーナー,"10-7-5,8,3,6,9,2,1-4"
3コーナー,"10(5,8)(3,2)(7,9,6)(4,1)"
4コーナー,"10(5,8)(3,2)(9,6)(4,1)=7"
