馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ビップスコーピオン,牡5,Ｍデム,美浦・田島,差し,14.3,8,5,,36.1,454(-2),東京,22,中2週,Y,,3,サトノクラウン,ゼンノロブロイ,
2,1,エレクトリックブギ,牡4,丹内,美浦・鹿戸,差し,55.2,13,11,,36.2,446(+4),中山,63,中8週,Y,,3,ブリックスアンドモルタル,エンパイアメーカー,
3,2,オメガタキシード,セ5,岩田望,栗東・井上,差し,26.3,10,3,,36.3,452(0),東京,22,中2週,Y,,3,ハービンジャー,デュランダル,
4,2,ペンナヴェローチェ,牡4,ルメー,栗東・須貝,先行,4.5,2,5,,36.6,500(+2),京都,29,中3週,Y,,3,キズナ,エンパイアメーカー,
5,3,オペラプラージュ B,牡4,北村友,栗東・新谷,,17.0,9,1,4歳以上2勝クラス,37.4,506(-2),阪神,57,中7週,Y,,3,ニューイヤーズデイ,キングカメハメハ,
6,3,ヤマニンエンディマ,牡5,大野,美浦・辻,先行,75.0,14,11,,36.2,512(+4),中京,239,中33週,Y,Y,3,サトノダイヤモンド,スペシャルウィーク,
7,4,ペンティメント B,牡5,ディー,美浦・嘉藤,先行,55.2,12,11,,38.7,510(0),中山,64,中8週,Y,,3,レッドファルクス,ティンバーカントリー,
8,4,アスクデビューモア,牡4,戸崎圭,栗東・福永,差し,10.7,5,6,,37.3,462(-2),阪神,42,中5週,Y,,3,マインドユアビスケッツ,フレンチデピュティ,
9,5,タンゴバイラリン,牡4,田辺,美浦・栗田,差し,8.3,4,4,,38.0,518(0),中山,36,中4週,Y,,3,イスラボニータ,Smart Strike,
10,5,カズタンジャー B,牡4,団野,栗東・新谷,先行,3.8,1,1,,35.6,508(-2),東京,14,中1週,Y,,3,ドレフォン,アサクサキングス,
11,6,ホークフィールド,牡4,,栗東・武英,先行,31.1,11,13,,39.7,490(+6),中京,56,中7週,Y,,3,キズナ,Hawk Wing,
12,6,コスモジンバック B,牡4,石橋脩,美浦・相沢,先行,6.8,3,1,,38.2,494(-2),中山,42,中5週,Y,,3,Good Magic,Giacomo,
13,7,フジマサインパクト B,牡7,石川,美浦・菊川,追込,114.5,15,11,,38.4,430(0),中京,56,中7週,Y,,3,ディープインパクト,Sligo Bay,
14,7,プラウドヘリテージ B,牡6,シュタ,美浦・田中剛,先行,13.8,7,16,,37.9,508(-6),東京,22,中2週,Y,,3,ジャスタウェイ,Tiznow,
15,8,マテンロウガイ,牡5,角田和,栗東・角田,差し,12.5,6,3,,37.7,508(0),中京,56,中7週,Y,,3,リアルスティール,エンパイアメーカー,
16,8,セブンスレター,セ6,吉田豊,美浦・高橋文,差し,160.4,16,14,,38.8,500(+14),中京,132,中18週,Y,,3,コパノリッキー,ナリタブライアン,
