券種,組み合わせ,配当,人気
単勝,4,280,2
複勝,4,170,2
複勝,1,230,3
馬連,1-4,730,4
ワイド,1-4,260,2
ワイド,4-6,270,5
ワイド,1-6,420,6
馬単,4-1,1180,4
3連複,1-4-6,910,3
3連単,4-1-6,4490,17
