馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ルージュリリック,牝3,荻野極,美浦・上原佑,先行,4.5,2,3,3歳未勝利,38.7,470(-6),東京,13,中1週,Y,,3,ポエティックフレア,ディープインパクト,,
2,1,ヤマニンアレシス,牡3,大野,美浦・堀内,先行,14.3,4,4,3歳新馬,34.3,460(+4),東京,13,中1週,Y,,1,イスラボニータ,キングカメハメハ,,
3,2,ペルシアーノ,牝3,石川,美浦・相沢,先行,73.5,8,5,3歳新馬,38.9,442(+2),中山,21,中2週,Y,,1,ダノンプレミアム,ヴィクトワールピサ,,
4,2,フォセットジェンヌ,牝3,岩田康,美浦・和田勇,追込,440.2,14,17,2歳新馬,35.6,412(+2),東京,124,中17週,Y,,1,レイデオロ,Bodemeister,,
5,3,ダイユウルミナス,牝3,佐藤,美浦・松永康,,141.4,9,,,,416(0),,,,,,,ダノンスマッシュ,フジキセキ,,
6,3,サンデースマッシュ,牡3,ルメー,美浦・嘉藤,先行,1.4,1,3,3歳未勝利,35.8,460(-2),中山,20,中2週,Y,,3,ダノンスマッシュ,サンデーサイレンス,,
7,4,ダイシンレスター,牡3,松岡,美浦・戸田,,227.9,10,11,2歳未勝利,43.4,452(+4),東京,111,中15週,Y,,3,ダイシンサンダー,ケイムホーム,,
8,4,ケイツータカ,牝3,柴田大,美浦・深山,差し,386.4,13,9,2歳未勝利,34.3,432(+12),東京,105,中14週,Y,,2,シュヴァルグラン,グラスワンダー,,
9,5,ブレイシオン,牝3,,美浦・青木,,271.6,12,,,,468(0),,,,,,,セイウンコウセイ,フジキセキ,,
10,5,ヨドノティアラ,牝3,津村,美浦・矢嶋,先行,14.7,5,7,2歳未勝利,35.9,448(+14),新潟,119,中16週,Y,,3,マテラスカイ,アンライバルド,,
11,6,アイアムアヒーロー,牡3,吉田豊,美浦・奥平,差し,260.1,11,14,2歳新馬,40.4,478(+24),東京,126,中17週,Y,,1,シルバーステート,アグネスタキオン,,
12,6,ベアカッコウ,牝3,長浜,美浦・杉浦,,481.4,15,,,,440(0),,,,,,,シャンハイボビー,High Chaparral,,
13,7,タイキプレジール,牡3,キング,美浦・矢野,先行,20.0,6,3,3歳未勝利,37.3,496(0),東京,7,連闘,Y,,3,ダノンプレミアム,タイキシャトル,,
14,7,レゲンデ,牝3,菅原明,美浦・斎藤誠,差し,26.0,7,11,2歳未勝利,35.4,400(-4),東京,97,中13週,Y,,2,ルヴァンスレーヴ,Dubawi,,
15,8,ナックセシリア,牝3,上里,美浦・小野,,523.5,16,,,,378(0),,,,,,,レイデオロ,ハービンジャー,,
16,8,アイムインディ,牝3,武豊,美浦・蛯名正,,12.5,3,,,,448(0),,,,,,,インディチャンプ,Invincible Spirit,,
