馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,アンジュドジョワ,牝3,北村友,栗東・福永,先行,13.6,5,9,,33.4,,東京,112,中15週,Y,,3,キタサンブラック,Dark Angel,,
2,2,エンネ,牝3,坂井,栗東・吉岡,差し,5.6,3,7,,33.1,,東京,112,中15週,Y,,3,キズナ,Medaglia d'Oro,,B
3,3,スマートプリエール,牝3,田山,栗東・大久保,差し,24.1,8,15,,35.2,,東京,112,中15週,Y,,3,エピファネイア,ディープインパクト,,
4,4,アンディムジーク,牝3,古川吉,栗東・渡辺,差し,124.8,12,1,3歳以上1勝クラス,35.1,,札幌,29,中3週,Y,,3,アドマイヤマーズ,ノヴェリスト,,
5,5,ファストフォワード,牝3,小崎,栗東・小林,差し,33.9,9,1,,33.3,,新潟,42,中5週,Y,,3,ハービンジャー,Get Stormy,,
6,5,イクシード,牝3,ルメー,美浦・木村,差し,4.7,2,1,,33.7,,東京,113,中15週,Y,,3,キタサンブラック,キングヘイロー,,
7,6,モンローウォーク,牝3,戸崎圭,栗東・上村,,2.2,1,1,,35.4,,函館,56,中7週,Y,,3,キズナ,Sebring,,
8,6,ミリタリータトゥー,牝3,西塚,栗東・藤岡健,差し,38.8,11,1,3歳以上1勝クラス,34.5,,小倉,63,中8週,Y,,2,デクラレーションオブウォー,ハーツクライ,,
9,7,ナムラコスモス,牝3,田口,栗東・大橋,差し,37.5,10,15,,35.4,,中京,28,中3週,Y,,3,ダノンプレミアム,ジョーカプチーノ,,
10,7,スウィートハピネス,牝3,佐々木,栗東・北出,差し,19.9,6,5,,34.1,,東京,112,中15週,Y,,3,リアルインパクト,ワークフォース,,
11,8,レイクラシック,牝3,吉村,栗東・新谷,先行,20.5,7,1,3歳以上1勝クラス,33.5,,中京,36,中4週,Y,,3,キタサンブラック,ホワイトマズル,,
12,8,タイセイボーグ,牝3,西村淳,栗東・松下,差し,9.1,4,1,,33.1,,阪神,196,中27週,Y,Y,3,インディチャンプ,Azamour,,
