券種,組み合わせ,配当,人気
単勝,10,270,1
複勝,10,150,2
複勝,6,330,5
複勝,15,1320,12
枠連,3-5,630,3
馬連,6-10,2100,7
ワイド,6-10,1000,8
ワイド,10-15,2370,24
ワイド,6-15,7880,57
馬単,10-6,3040,8
3連複,6-10-15,36070,99
3連単,10-6-15,95070,285
