券種,組み合わせ,配当,人気
単勝,2,310,2
複勝,2,130,2
複勝,9,110,1
複勝,7,230,5
枠連,2-8,270,1
馬連,2-9,460,1
ワイド,2-9,210,1
ワイド,2-7,510,5
ワイド,7-9,520,6
馬単,2-9,1130,6
3連複,2-7-9,1570,5
3連単,2-9-7,6480,18
