コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*12,17)(6,15)18,5,11,3(2,4,14)13,7(10,16)-(1,8)-9"
4コーナー,"(*12,17)(6,15)(5,18)11(3,4,14)(2,7,13,16)10(1,8)-9"
