コーナー,通過順
1コーナー,
2コーナー,"13(11,12,15)(3,7)(8,9,14)(5,6)(1,2,10)4,16"
3コーナー,"13-11(3,15)(7,12)(8,14,9)(5,6,10)(1,2)(16,4)"
4コーナー,"13,11,3(7,15)(8,12)(5,14,9)6(1,10)(4,2)16"
