馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,フラップシグナス,牡7,岩田望,栗東・千田,差し,134.8,15,14,,36.7,510(+8),阪神,63,中8週,Y,,3,ローエングリン,ワイルドラッシュ,,
2,1,シャカシャカシー,牡5,高杉,栗東・茶木,先行,25.4,7,13,,37.8,522(-10),中山,56,中7週,Y,,3,ヘニーヒューズ,サクラバクシンオー,,
3,2,エンヤラヴフェイス,牡5,団野,栗東・森田,追込,6.9,3,4,,35.2,520(+8),京都,33,中4週,Y,,3,エイシンヒカリ,Devil's Bag,,
4,2,イリフィ,牝4,西村淳,栗東・高野,差し,12.4,5,1,4歳以上2勝クラス,36.0,422(-6),京都,33,中4週,Y,,3,Too Darn Hot,Invincible Spirit,,
5,3,ライジン,牡6,池添,栗東・池添,先行,34.3,10,14,,37.6,494(+2),京都,76,中10週,Y,,3,Speightstown,Kitten's Joy,,
6,3,コパノハンプトン,牡6,,栗東・宮,差し,120.7,14,4,,36.2,530(+20),阪神,307,中43週,Y,Y,3,シャンハイボビー,アグネスタキオン,,
7,4,パラサイコロジー,牝4,吉村,美浦・新開,,3.4,2,1,3歳以上2勝クラス,36.8,484(-4),東京,75,中10週,Y,,3,モズアスコット,ダイワメジャー,,
8,4,ゲッティヴィラ,牡4,川田,栗東・小栗,差し,2.7,1,2,,36.0,462(+4),阪神,63,中8週,Y,,3,Frosted,Into Mischief,,
9,5,ムーム,牝5,川又,栗東・杉山佳,先行,25.4,8,7,,38.0,474(+2),中山,41,中5週,Y,,3,キンシャサノキセキ,シンボリクリスエス,,B
10,5,キタノソワレ,牝5,鮫島良,美浦・本間,差し,48.6,11,7,,36.5,490(-2),中山,26,中3週,Y,,3,トゥザワールド,フレンチデピュティ,,
11,6,ナスノカンゲツ,牡6,酒井,美浦・武井,差し,142.6,16,13,,36.9,524(+2),京都,33,中4週,Y,,3,ダイワメジャー,Hard Spun,,B
12,6,アイアムユウシュン,牡5,柴田善,美浦・奥平,先行,31.6,9,12,,38.6,518(+2),中山,41,中5週,Y,,3,ヘニーヒューズ,アグネスタキオン,,
13,7,アメリカンマーチ,牡5,坂井,栗東・池江,逃げ,9.5,4,5,,37.1,496(+12),福島,84,中11週,Y,,3,Cajun Breeze,Distorted Humor,,
14,7,ハンベルジャイト,牝6,藤懸,栗東・大久保,先行,89.8,13,9,,36.6,504(+4),福島,84,中11週,Y,,3,ジャスタウェイ,クロフネ,,
15,8,メイショウタイゲイ,牡7,松山,栗東・荒川,差し,86.1,12,11,,35.9,476(0),京都,33,中4週,Y,,3,アジアエクスプレス,ハーツクライ,,
16,8,ネグレスコ,牝5,秋山稔,栗東・西園正,先行,16.7,6,16,,40.1,490(+6),中山,41,中5週,Y,,3,カリフォルニアクローム,マンハッタンカフェ,,
