コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"2,11,15,5(6,7)(3,12)10(8,4)14,9,13=161"
4コーナー,"2,11,15(5,7)6(3,12)(10,4)(8,14)9-13-161"
