コーナー,通過順
1コーナー,"1(2,6)(5,8)-(4,3)-7"
2コーナー,"1,2,6(5,8)(4,3)-7"
3コーナー,"1(2,6)(5,8)(4,3)-7"
4コーナー,"(1,*2,6)(5,8,3)(4,7)"
