着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,5,9,ディクテオン,セ5,55.0,菅原明,2:10.0,,4,6.9,36.0,栗東吉岡,494(-6)
2,4,7,ダノンラスター,セ7,55.0,田辺,2:10.0,アタマ,3,5.2,36.0,美浦堀,466(-6)
3,7,14,アーテルアストレア,牝4,53.0,菱田,2:10.4,2.1/2,7,18.4,36.6,栗東橋口,462(+12)
4,8,16,サクラアリュール,牡8,56.0,木幡巧,2:10.5,クビ,12,62.4,37.3,栗東村山,486(-4)
5,4,8,キタノヴィジョン,牡6,57.0,丸田,2:10.7,1.1/4,5,7.0,36.7,美浦萱野,488(-8)
6,5,10,マリオロード,牡4,54.0,大野,2:11.0,1.3/4,6,12.0,37.7,栗東安達,492(-8)
7,2,4,ペプチドナイル,牡5,56.0,松岡,2:11.0,アタマ,2,4.6,37.9,栗東武英,530(0)
8,3,6,ヴィアメント,セ6,55.0,岩田康,2:11.3,2,10,38.5,37.2,美浦鹿戸,474(-2)
9,8,15,バイシュラバナ,セ6,56.0,戸崎圭,2:11.6,1.3/4,1,4.3,38.1,美浦久保田,472(-2)
10,6,11,ロードレガリス,牡8,58.0,石川,2:11.6,アタマ,9,22.2,37.5,栗東野中,520(0)
11,1,1,オディロン,牡4,55.0,北村宏,2:11.9,1.3/4,8,21.7,38.3,栗東浜田,486(-4)
12,1,2,キスラー,牡7,54.0,内田博,2:12.3,2.1/2,11,46.6,38.9,栗東池江,484(+4)
13,7,13,アメリカンフェイス,牡6,55.0,吉田豊,2:12.8,3,16,148.0,38.9,美浦戸田,510(-6)
14,2,3,ロードリバーサル,牡7,55.0,津村,2:12.9,1/2,13,81.7,39.3,栗東藤岡,500(-4)
15,3,5,メイショウムラクモ,牡5,56.0,柴田善,2:13.2,1.1/2,15,112.6,39.3,美浦和田勇,496(+14)
16,6,12,マテンロウスパーク,牡6,55.0,田中勝,2:13.3,1/2,14,106.0,40.2,栗東昆,508(-12)
