馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ビアフォーナウ,牝3,小林凌,美浦・池上,追込,118.9,12,13,3歳以上1勝クラス,34.8,446(+4),札幌,7,連闘,Y,,3,バトルプラン,ダノンシャンティ,,
2,2,アスティスプマンテ,牝3,鮫島駿,栗東・杉山晴,差し,5.9,4,4,3歳以上1勝クラス,35.1,424(+2),小倉,42,中5週,Y,,3,ロードカナロア,ダイワメジャー,,
3,3,ブライトサイン,牝4,斎藤,栗東・茶木,逃げ,114.7,11,8,3歳以上1勝クラス,38.7,470(0),札幌,15,中1週,Y,,3,ハービンジャー,ディープインパクト,,
4,3,ショウナンラウール,牝3,高杉,栗東・高橋忠,差し,8.1,5,6,3歳以上1勝クラス,34.3,422(+2),京都,63,中8週,Y,,3,ショウナンバッハ,クロフネ,,
5,4,アンタノバラード,牝4,,美浦・伊藤大,先行,21.3,6,,,0.0,440(-4),札幌,7,連闘,Y,,3,ダノンバラード,ストーミングホーム,,
6,4,チュウワダンス,牝5,荻野琢,栗東・大久保,先行,22.7,7,10,3歳以上1勝クラス,38.5,472(+2),函館,35,中4週,Y,,3,ハーツクライ,Alamosa,,
7,5,ワイノナオミ,牝3,川又,栗東・畑端,差し,152.0,13,8,3歳以上1勝クラス,34.5,448(-2),札幌,21,中2週,Y,,3,ドレフォン,ゴールドアリュール,,
8,5,レオテミス,牝3,亀田,栗東・高柳大,,5.0,3,4,3歳以上1勝クラス,35.4,486(-10),札幌,21,中2週,Y,,3,デクラレーションオブウォー,アドマイヤジャパン,,B
9,6,クイーンオブソウル,牝4,丹内,美浦・林,差し,49.1,8,12,3歳以上1勝クラス,34.5,462(-4),新潟,14,中1週,Y,,3,マインドユアビスケッツ,ダイワメジャー,,
10,6,ホイッスルソング,牝4,小林勝,美浦・黒岩,差し,52.7,9,6,4歳以上1勝クラス,37.3,470(0),新潟,91,中12週,Y,,3,ビッグアーサー,スペシャルウィーク,,
11,7,マルアズール,牝5,川端,美浦・加藤和,差し,490.1,14,14,,35.1,430(+6),福島,35,中4週,Y,,1,ハービンジャー,ディープインパクト,,
12,7,ラヴスコール,牝3,武豊,美浦・加藤征,差し,2.8,1,3,,34.5,420(+4),函館,63,中8週,Y,,3,ドゥラメンテ,Firebreak,,
13,8,ラーンザロープス,牝3,菱田,栗東・武幸,先行,4.2,2,11,3歳以上1勝クラス,39.2,450(-4),函館,64,中8週,Y,,3,キズナ,Pure Prize,,
14,8,リゴレット,牝5,長浜,栗東・羽月,差し,76.3,10,7,4歳以上1勝クラス,35.4,454(+16),新潟,98,中13週,Y,,3,ドレフォン,サンデーサイレンス,,B
