着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,6,7,カゼノランナー,牡4,58.0,北村友,1:52.6,,1,1.6,37.3,栗東松永幹,526(-2)
2,7,8,ラオラシオン,牡4,58.0,吉田隼,1:53.3,4,5,15.3,37.8,美浦斎藤誠,484(-12)
3,4,4,サパテアール,セ6,58.0,丹内,1:54.2,5,4,11.6,38.3,美浦畠山,520(-2)
4,6,6,ダディーズトリップ,牡9,58.0,丸山,1:54.3,1/2,6,19.5,38.0,栗東千田,476(+6)
5,8,11,ジェネラーレ,牡4,58.0,藤岡佑,1:54.4,3/4,3,7.5,39.2,栗東野中,494(0)
6,8,10,ウインアルドーレ,牡4,58.0,小沢,1:54.6,1,7,21.6,38.9,栗東西園翔,490(0)
7,5,5,ヤウガウ,セ8,58.0,菊沢,1:54.7,1/2,9,33.7,38.8,美浦金成,498(-4)
8,1,1,コスモオピニオン,牡5,58.0,戸崎圭,1:55.0,1.3/4,8,24.6,39.4,美浦黒岩,514(0)
9,3,3,イモータルバード,牡4,58.0,佐々木,1:55.0,ハナ,2,5.9,39.3,美浦栗田,478(+4)
10,7,9,アイファーグローブ,牡6,58.0,秋山稔,1:55.0,クビ,10,41.5,39.6,美浦蛯名利,472(-6)
除外,2,2,ネビュルーズ,牡5,58.0,荻野極,,,,,,美浦鹿戸,484(+6)
