馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ゴールドブリーズ,牡5,西塚,美浦・深山,,22.2,9,10,,38.3,494(-10),東京,43,中5週,Y,,3,トゥザワールド,スターリングローズ,
2,1,マイネルクロンヌ,牡6,岩田望,美浦・青木,差し,6.0,3,3,,38.3,502(-4),京都,22,中2週,Y,,3,オルフェーヴル,マイネルラヴ,
3,2,ダノンブレット B,牡5,,美浦・菊沢,追込,6.7,4,4,,37.6,508(-8),東京,50,中6週,Y,,3,キングカメハメハ,ハーツクライ,
4,2,クインズバジル,牝5,川須,栗東・梅田,先行,48.3,13,8,,39.6,490(0),京都,22,中2週,Y,,3,クリエイターII,アグネスデジタル,
5,3,ルイナールカズマ,牡4,団野,栗東・奥村豊,差し,31.9,11,1,4歳以上2勝クラス,37.9,502(-6),京都,28,中3週,Y,,3,ブラックタイド,エンパイアメーカー,
6,3,スワヤンブナート,セ4,坂井,栗東・須貝,先行,27.5,10,15,,36.0,508(-2),中山,105,中14週,Y,,3,ジャスタウェイ,Country Reel,
7,4,セレッソ,牝4,西村淳,栗東・長谷川,先行,13.1,5,1,4歳以上2勝クラス,39.0,470(+4),京都,57,中7週,Y,,3,ドレフォン,Unbridled,
8,4,トウセツ B,牡4,藤岡康,栗東・杉山佳,差し,4.6,2,4,,39.1,470(-6),京都,57,中7週,Y,,3,ダンカーク,チチカステナンゴ,
9,5,ドライゼ,牝4,横山典,栗東・須貝,差し,15.1,7,6,,38.4,492(-4),新潟,50,中6週,Y,,3,Gun Runner,Seattle Fitz,
10,5,コパノニコルソン,牡4,泉谷,栗東・宮,差し,3.6,1,2,,38.2,530(-2),京都,22,中2週,Y,,3,コパノリッキー,クロフネ,
11,6,コパノリッチマン,牡6,田口,栗東・村山,差し,99.5,15,6,,38.2,512(-2),東京,28,中3週,Y,,3,ヘニーヒューズ,キングカメハメハ,
12,6,セブンスレター,牡4,酒井,美浦・武井,,14.7,6,8,,39.9,482(-6),京都,57,中7週,Y,,3,コパノリッキー,ナリタブライアン,
13,7,メイショウオキビ,牡5,角田河,栗東・松永昌,先行,75.4,14,15,,40.6,502(-4),京都,36,中4週,Y,,3,トウケイヘイロー,フレンチデピュティ,
14,7,ヒミノフラッシュ,牡5,和田竜,栗東・川村,差し,19.6,8,2,,38.5,556(0),京都,57,中7週,Y,,3,エイシンフラッシュ,マンハッタンカフェ,
15,8,クリノホノオ,牡6,松若,栗東・谷,差し,40.3,12,5,,38.9,488(-2),京都,57,中7週,Y,,3,メイショウサムソン,ゴールドヘイロー,
16,8,カネコメノボル,セ6,森裕,栗東・中尾,差し,175.9,16,14,,39.6,442(-2),京都,57,中7週,Y,,3,ローズキングダム,ゴールドアリュール,
