馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,オオキニ,牡5,森一,栗東・鈴木孝,先行,5.0,3,1,障害3歳以上未勝利,13.4,452(+4),小倉,77,中10週,Y,,3,アドマイヤムーン,トウカイテイオー,,
2,2,ピーターサイト,牡4,上野,美浦・村田,先行,51.0,10,1,障害3歳以上未勝利,13.4,472(-2),新潟,27,中3週,Y,,3,ワンアンドオンリー,ブライアンズタイム,,
3,3,ナリノモンターニュ,牡7,金子,美浦・上原博,差し,13.8,6,9,,13.5,514(-8),東京,91,中12週,Y,,3,ヴィクトワールピサ,エルコンドルパサー,,
4,4,メイショウアツイタ,牡6,難波,栗東・高橋忠,差し,65.5,11,7,,13.5,512(+8),小倉,63,中8週,Y,,3,フェノーメノ,Deputy Minister,,
5,5,ドンカルロ,牡4,中村,栗東・高柳大,差し,89.4,12,,,0.0,454(+4),小倉,63,中8週,Y,,2,ドレフォン,ディープインパクト,,B
6,5,ファルコニア,牡7,石神深,美浦・和田郎,,3.2,2,1,,13.4,476(-2),小倉,63,中8週,Y,,3,ディープインパクト,Hawk Wing,,
7,6,ヴァリアメンテ,牡6,西谷誠,栗東・中内田,先行,3.1,1,2,,13.8,478(-4),京都,133,中18週,Y,,3,ドゥラメンテ,Dynaformer,,
8,6,マイネルコロンブス,牡7,草野,美浦・土田,先行,29.2,9,1,障害3歳以上未勝利,13.1,482(+2),福島,84,中11週,Y,,3,ゴールドシップ,スマートボーイ,,
9,7,デシマルサーガ,牡4,大江圭,美浦・粕谷,逃げ,27.6,8,1,障害3歳以上未勝利,13.2,472(+6),福島,76,中10週,Y,,3,バゴ,メイショウボーラー,,
10,7,アスターディゴン,牡5,黒岩,栗東・中竹,先行,13.5,5,6,,13.1,490(-4),新潟,21,中2週,Y,,3,キズナ,ゼンノロブロイ,,
11,8,ブリヨンカズマ,牡5,,美浦・高橋文,先行,21.4,7,2,,13.4,526(+6),福島,70,中9週,Y,,3,クロフネ,ルーラーシップ,,
12,8,スマイルスルー,牡4,高田,栗東・斉藤崇,先行,8.7,4,1,障害3歳以上未勝利,13.5,520(+2),京都,104,中14週,Y,,3,ルーラーシップ,シンボリクリスエス,,
