着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,4,4,テイエムリステット,牡3,55.0,酒井,1:24.3,,1,1.5,36.8,栗東木原,468(-4)
2,1,1,カッティングジェム,牡4,58.0,川田,1:24.5,1.1/4,4,9.0,36.2,栗東小崎,510(+4)
3,8,11,フラムリンガム,牡3,55.0,団野,1:24.7,1,5,11.2,36.9,栗東田中克,484(-8)
4,6,7,プレシオーソ,セ7,58.0,田口,1:25.0,2,10,172.8,37.0,栗東岡田,480(-2)
5,7,8,シゲルソロソロ,牝4,56.0,幸,1:25.1,クビ,2,6.2,36.6,栗東谷,472(0)
6,8,10,サザーランド,牝4,56.0,藤懸,1:25.4,2,7,51.4,37.8,栗東小林,460(+8)
7,5,5,ケイアイメビウス,牡5,58.0,岩田望,1:25.8,2.1/2,9,120.2,36.4,栗東村山,510(-10)
8,2,2,ベレザニーニャ,牝4,56.0,松若,1:26.0,1.1/2,11,248.2,38.1,栗東小崎,480(+6)
9,3,3,エアメテオラ,牡4,58.0,松山,1:26.5,3,6,14.5,37.9,栗東池添,508(-8)
10,6,6,ハクサンバード,牡4,58.0,鮫島良,1:27.0,3,8,100.1,37.9,栗東高橋一,490(+10)
11,7,9,ラヴオントップ,牝3,53.0,坂井,1:28.5,9,3,6.9,37.5,栗東西村,478(-4)
