コーナー,通過順
1コーナー,
2コーナー,
3コーナー,"(*1,4)15(13,9,16)7(10,6,12,14)(2,3)-11,8-5"
4コーナー,"(*1,4,15)16,13(7,9)(6,14)(10,12)3,2(8,11)-5"
