券種,組み合わせ,配当,人気
単勝,12,20720,14
複勝,12,3550,14
複勝,14,320,4
複勝,1,470,7
枠連,7-8,800,2
馬連,12-14,82420,75
ワイド,12-14,18610,79
ワイド,1-12,23510,84
ワイド,1-14,1490,19
馬単,12-14,182130,155
3連複,1-12-14,234090,266
3連単,12-14-1,2391870,739
