馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ホルトバージ,牡4,武豊,栗東・寺島,差し,3.5,2,3,4歳以上2勝クラス,37.3,478(+4),阪神,36,中4週,Y,,3,キンシャサノキセキ,Zensational,
2,2,フォーワンセルフ,牡6,丹内,美浦・小手川,追込,81.4,9,9,,38.2,518(-6),福島,15,中1週,Y,,3,パイロ,アドマイヤマックス,
3,3,カネトシゴウト,牡4,,栗東・大橋,先行,5.6,3,3,,38.9,464(-4),阪神,21,中2週,Y,,3,シニスターミニスター,キングカメハメハ,
4,4,ブループリマドンナ,牝4,古川吉,栗東・小林,追込,79.2,8,11,,37.8,470(0),阪神,15,中1週,Y,,3,ホッコータルマエ,ワイルドラッシュ,
5,5,カゼノランナー,牡4,藤岡佑,栗東・松永幹,,2.2,1,4,,39.7,528(+2),阪神,21,中2週,Y,,3,キズナ,キングカメハメハ,
6,6,ショウナンハウル,牡4,池添,栗東・松下,追込,61.8,6,10,,37.1,512(+8),京都,92,中12週,Y,,3,レイデオロ,ディープインパクト,
7,7,ゼットレジーナ,牝4,和田竜,栗東・吉田,差し,111.6,10,9,4歳以上2勝クラス,40.7,430(+2),阪神,14,中1週,Y,,3,ニューイヤーズデイ,ハービンジャー,
8,7,メジェド,牡5,高杉,栗東・佐々木,差し,68.2,7,10,障害4歳以上未勝利,14.2,544(-4),阪神,35,中4週,Y,,3,キズナ,Unbridled's Song,
9,8,パーサヴィアランス B,牡6,鮫島駿,栗東・西村,差し,19.5,5,9,,39.8,462(-10),中山,21,中2週,Y,,3,ドレフォン,ディープインパクト,
10,8,アラレタバシル,牡4,野中,美浦・根本,追込,6.1,4,6,,37.9,460(-4),中山,29,中3週,Y,,3,ケープブランコ,デュランダル,
