券種,組み合わせ,配当,人気
単勝,9,500,2
複勝,9,200,2
複勝,5,230,3
複勝,17,260,5
枠連,3-5,990,5
馬連,5-9,2020,7
ワイド,5-9,710,7
ワイド,9-17,830,11
ワイド,5-17,780,9
馬単,9-5,3710,13
3連複,5-9-17,6470,24
3連単,9-5-17,30180,105
