着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,8,12,エコロレイズ,牡3,56.0,菊沢,2:01.9,,2,4.8,35.3,美浦岩戸,504(-4)
2,3,3,トラストエムシー,牡4,58.0,亀田,2:02.1,1.1/2,7,27.4,35.7,栗東北出,432(-2)
3,5,7,ホワイトビーチ,牡3,56.0,黛,2:02.3,3/4,6,14.3,35.6,美浦森一,490(+2)
4,8,13,ケイツークローン,セ4,58.0,内田博,2:02.3,クビ,4,9.5,35.5,美浦清水英,462(0)
5,4,5,シークレットイスラ,牡3,56.0,横山琉,2:02.3,ハナ,5,13.1,36.2,美浦辻,458(+6)
6,7,10,レイククレセント,牝3,54.0,丹内,2:02.5,1,1,1.8,36.2,美浦大竹,416(0)
7,6,9,スパークタイムリー,牝4,56.0,荻野極,2:02.6,3/4,8,48.8,36.1,美浦小島,468(-4)
8,4,4,ナイトアウェイ,セ3,56.0,長浜,2:02.8,1.1/4,12,151.0,36.4,美浦手塚,446(-2)
9,7,11,マイネルイージス,牡5,58.0,丸山,2:02.8,アタマ,10,85.9,35.8,美浦清水英,480(-6)
10,1,1,サダムオプシス,牡3,56.0,永島,2:03.2,2.1/2,3,7.0,36.2,栗東平田,474(-2)
11,5,6,ヴァンナチュール,牡4,58.0,伊藤,2:03.4,1.1/4,11,100.7,36.6,美浦林,470(-2)
12,2,2,ヴェストリア,牝3,54.0,西塚,2:03.6,1.1/2,9,58.9,37.0,栗東友道,416(-4)
13,6,8,ゴールデンスロープ,牡3,56.0,小沢,2:03.6,アタマ,13,261.6,37.4,美浦小笠,438(-6)
