コーナー,通過順
1コーナー,"(*13,8)10,7(2,12)(1,4,11)3,14,6-9=5"
2コーナー,"13(10,8)7(2,4,12)(1,3,11)14(6,9)-5"
3コーナー,"13-(10,8)7(2,4,11)(1,3,12)(6,14,9)-5"
4コーナー,"13(10,8)(2,7)(1,3,4,11)12(6,14)9=5"
