馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,ザメイダン,牡8,石神深,美浦・新開,,17.7,7,8,,13.5,496(-8),中山,56,中7週,Y,,3,ルーラーシップ,クロフネ,,B
2,2,アサクサゲンキ,セ9,小牧加,栗東・音無,先行,4.1,2,2,,13.3,478(+12),中山,56,中7週,Y,,3,Stormy Atlantic,Dixieland Band,,
3,3,ヴァリアメンテ,牡6,西谷誠,栗東・中内田,先行,6.9,5,3,,13.4,482(+4),小倉,84,中11週,Y,,3,ドゥラメンテ,Dynaformer,,
4,4,トライフォーリアル,セ7,五十嵐,美浦・萩原,先行,3.8,1,5,,13.7,492(+2),阪神,63,中8週,Y,,3,リアルインパクト,クロフネ,,
5,5,ラジェドール,セ6,大江圭,美浦・小笠,差し,87.9,9,5,,13.3,496(-2),福島,21,中2週,Y,,3,ゴールドシップ,Belong to Me,,
6,6,サンデイビス,牡6,上野,美浦・村田,先行,10.8,6,3,,13.3,500(+6),中山,56,中7週,Y,,3,ジョーカプチーノ,アドマイヤムーン,,
7,7,スワヤンブナート,セ5,小野寺,栗東・坂口,先行,5.8,4,3,,13.5,514(-2),阪神,42,中5週,Y,,3,ジャスタウェイ,Country Reel,,
8,7,サクセッション,セ7,,美浦・国枝,差し,4.3,3,3,,13.3,518(-6),小倉,105,中14週,Y,,3,キングカメハメハ,ディクタット,,
9,8,メイショウハチク,セ1,中村,栗東・安達,差し,131.3,10,12,,13.3,482(+4),福島,35,中4週,Y,,3,マンハッタンカフェ,タイキシャトル,,B
10,8,メイショウアツイタ,牡6,森一,栗東・高橋忠,先行,26.4,8,9,,14.0,508(+4),中山,231,中32週,Y,Y,3,フェノーメノ,Deputy Minister,,
