馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価,ブリンカー
1,1,テイエムエメラルド,牝7,小野寺,栗東・小椋,先行,41.2,6,5,,13.4,462(+6),中京,49,中6週,Y,,3,ロードカナロア,ダンスインザダーク,,
2,2,ビーンスターク,牡4,田村,栗東・森田,差し,126.6,10,9,,13.4,482(-2),中京,63,中8週,Y,,3,ロジャーバローズ,アグネスデジタル,,
4,4,アルマーザアミール,牡4,小牧加,栗東・斉藤崇,先行,50.8,7,11,,14.0,502(-2),中山,28,中3週,Y,,3,サトノダイヤモンド,Awesome of Course,,
5,5,ディナースタ,牡6,高田,栗東・辻野,先行,2.1,1,11,,36.1,482(-2),札幌,34,中4週,Y,,3,ドゥラメンテ,Unbridled's Song,,
6,6,テイエムマジック,牡7,難波,栗東・鈴木孝,先行,5.7,3,4,,13.5,532(+4),阪神,21,中2週,Y,,3,マジェスティックウォリアー,スペシャルウィーク,,B
7,6,ヘザルフェン,牡4,森一,栗東・昆,差し,2.7,2,1,,13.1,516(+8),中京,49,中6週,Y,,3,Golden Horn,Halling,,
8,7,マイネルメサイア,牡6,上野,美浦・水野,差し,25.0,5,1,障害3歳以上未勝利,13.5,486(-6),福島,83,中11週,Y,,3,ゴールドシップ,ロージズインメイ,,
9,7,コンテナワールド,牡4,井上,栗東・中竹,,8.6,4,4,,13.2,484(0),中京,63,中8週,Y,,3,エピファネイア,アグネスタキオン,,
10,8,レディステディゴー,牡7,中村,栗東・中村,差し,79.6,9,6,,13.7,516(0),京都,132,中18週,Y,,2,ダイワメジャー,More Than Ready,,
11,8,ワールドスケール,牡8,黒岩,栗東・加藤公,先行,57.3,8,6,,13.7,484(-2),福島,84,中11週,Y,,3,ワールドエース,アグネスデジタル,,
