着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,13,テーオーグレーザー,牡3,55.0,高杉,1:11.4,,1,2.0,35.6,栗東藤岡健,494(0)
2,8,15,サンマルノヴェル,牡4,58.0,田口,1:11.7,1.3/4,4,10.5,35.6,栗東大橋,508(0)
3,7,14,ヴリトラハン,牡4,58.0,川田,1:12.1,2,3,8.1,36.3,栗東千田,488(+2)
4,3,5,セールヴォラン,牡5,58.0,幸,1:12.2,3/4,8,30.8,36.9,栗東北出,464(-2)
5,5,10,カネコメブライト,牝3,53.0,吉村,1:12.2,ハナ,6,21.3,35.9,栗東中尾,468(-8)
6,6,12,ヴィクトリーロード,牡6,58.0,国分優,1:12.3,1/2,15,281.2,35.9,美浦畠山,480(-6)
7,1,1,モカラマーズ,牡4,58.0,松山,1:12.6,1.1/2,5,18.2,36.5,栗東高柳大,480(-12)
8,2,4,キボウノホシ,セ7,58.0,菱田,1:12.7,クビ,14,237.0,35.9,美浦奥平,480(+4)
9,2,3,シュヴァルツリーベ,牝6,56.0,田山,1:12.7,クビ,10,105.1,36.6,栗東羽月,460(-2)
10,3,6,タマモナポリ,牝5,56.0,酒井,1:12.7,アタマ,9,31.1,36.9,栗東河嶋,470(+10)
11,6,11,ボルセーナ,牝4,56.0,松若,1:12.8,1/2,11,120.1,36.8,栗東奥村豊,466(+4)
12,5,9,ミキノバカラ,牡4,58.0,西塚,1:12.9,クビ,12,153.4,36.0,栗東大橋,488(+8)
13,4,7,ツーピース,牝4,56.0,Mデム,1:13.1,1.1/4,13,220.9,37.3,栗東河嶋,516(+5)
14,4,8,オトメナシャチョウ,牝4,56.0,坂井,1:13.2,3/4,7,28.9,37.6,栗東森秀,492(-2)
15,8,16,ソウルオンファイア,牝3,53.0,岩田望,1:13.3,1/2,2,3.2,37.2,栗東野中,480(-6)
16,1,2,ブリーズオンチーク,牝5,56.0,西村淳,1:13.7,2.1/2,16,326.1,37.3,栗東高野,486(-2)
