コーナー,通過順
1コーナー,"6,13,8-(9,7)(1,12)(2,3)10(4,11)-5"
2コーナー,"6,13,8(9,7)(1,12)(2,3)10(4,11)-5"
3コーナー,"6,13(9,8)(7,12)(1,11)(2,10)(4,3)-5"
4コーナー,"6,13(9,8)(7,1,12)(2,11)10(4,3,5)"
