コーナー,通過順
1コーナー,"7-11,9-(2,5)-(1,6)-(12,10,14)-8-3=(13,4)"
2コーナー,"7-11,9,5,2,1,6,10(12,14)-8-3=4,13"
3コーナー,"7,9(11,5)-(2,1)14,6-12,10,8-3=4-13"
4コーナー,"9(7,5)11(2,1)-(6,14)=12-10,8-3=4=13"
