着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,7,8,ニュークレド,牡4,57.0,鮫島駿,2:11.4,,2,4.4,35.0,栗東石坂,436(-2)
2,1,1,マイネルアズーロ,牡4,57.0,浜中,2:11.8,2.1/2,6,11.0,35.4,美浦鹿戸,468(+6)
3,2,2,ディーンズリスター,セ7,58.0,亀田,2:11.9,1/2,8,24.5,35.5,栗東斉藤崇,504(+4)
4,7,7,サンライズバブル,牡4,57.0,吉田隼,2:11.9,ハナ,4,7.7,35.3,栗東前川,520(0)
5,8,9,ロードガレリア,牡4,57.0,高杉,2:12.3,2.1/2,1,2.4,36.1,栗東藤岡健,446(0)
6,4,4,スイートオレンジ,牝4,55.0,西塚,2:12.4,3/4,3,7.4,36.4,美浦中川,452(-6)
7,5,5,ダノンジャガー,牡4,57.0,ディー,2:12.5,クビ,5,8.1,36.3,栗東池江,524(-2)
8,6,6,コスモアチーブ,牡4,57.0,松若,2:13.2,4,9,28.5,37.2,美浦相沢,476(-6)
9,8,10,マーゴットソラーレ,牡5,58.0,上里,2:13.7,3,7,15.9,37.9,美浦伊坂,456(-12)
10,3,3,フォートポータル,セ5,58.0,秋山稔,2:15.3,10,10,229.9,39.0,美浦粕谷,472(+2)
