馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ニットウライズ,牡3,柴田善,美浦・高橋文,,35.8,8,,,,450(0),,,,,,,ダノンプレミアム,プリサイスエンド,
2,1,モンスターラッシュ,牡3,石川,美浦・高木,,7.0,4,,,,494(0),,,,,,,クリソベリル,ワイルドラッシュ,
3,2,ハイバーニアン,牡3,吉田豊,美浦・高橋文,,39.4,9,,,,476(0),,,,,,,タリスマニック,ハーツクライ,
4,2,ルミナスレイナ,牝3,伊藤,美浦・菊沢,,77.1,11,,,,476(0),,,,,,,デクラレーションオブウォー,マヤノトップガン,
5,3,コウユーダイダイ,牝3,大野,美浦・辻,,100.2,13,,,,510(0),,,,,,,アメリカンペイトリオット,トーセンファントム,
6,3,タマモブレイキン B,牡3,横山武,美浦・伊藤圭,,6.9,3,,,,512(0),,,,,,,ブリックスアンドモルタル,ハーツクライ,
7,4,ウェイヴメカニクス,牡3,三浦,美浦・萩原,,17.7,5,,,,476(0),,,,,,,リアルスティール,ハービンジャー,
8,4,タイセイジェイド,牡3,松山,栗東・矢作,,3.7,2,,,,512(0),,,,,,,クリソベリル,ロージズインメイ,
9,5,ハスカップジャム,牝3,長浜,美浦・中舘,,172.4,15,,,,422(0),,,,,,,フィエールマン,Fusaichi Pegasus,
10,5,モルペウステソーロ,牡3,遠藤,美浦・高橋文,,189.1,16,,,,470(0),,,,,,,ミッキーロケット,ゴールドアリュール,
11,6,ティアップシャイン,牝3,佐藤,美浦・奥平,,153.4,14,,,,466(0),,,,,,,ダノンスマッシュ,ゴールドアリュール,
12,6,エタンセル,牡3,菅原明,美浦・高木,,56.4,10,,,,460(0),,,,,,,ブリックスアンドモルタル,ディープインパクト,
13,7,プレースメント,牡3,キング,美浦・蛯名正,,2.2,1,,,,548(0),,,,,,,ナダル,ディープインパクト,
14,7,バターショコラ,牝3,岩田康,美浦・戸田,,31.1,7,,,,462(0),,,,,,,マインドユアビスケッツ,ノヴェリスト,
15,8,エトワールフィーユ,牝3,杉原,美浦・西田,,87.1,12,,,,464(0),,,,,,,マインドユアビスケッツ,ブラックタイド,
16,8,トレンドラド,牝3,佐々木,美浦・伊藤大,,23.5,6,,,,454(0),,,,,,,レイデオロ,シングスピール,
