着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,2,スワーヴシャルル,牡7,57.0,北村友,1:10.8,,4,7.2,36.4,栗東安田隆,486(+6)
2,5,6,アーバンイェーガー,牡9,58.0,荻野極,1:10.8,クビ,10,58.5,36.2,美浦高橋文,508(-8)
3,3,3,クロジシジョー,牡4,58.0,浜中,1:10.9,クビ,1,3.1,36.3,栗東岡田,450(0)
4,5,5,エリモグリッター,セ6,58.0,丹内,1:10.9,ハナ,9,38.7,36.1,美浦中野,482(0)
5,6,7,サイクロトロン,牡6,59.0,斎藤,1:10.9,ハナ,3,5.5,36.5,栗東音無,522(-4)
6,4,4,サンライズホーク,セ4,58.0,国分優,1:11.3,2.1/2,2,3.6,36.7,栗東牧浦,498(-2)
7,8,11,セイカフォルゴーレ,牡4,57.0,横山琉,1:11.5,1.1/4,6,12.7,37.7,美浦相沢,510(-2)
8,8,12,コパノマーキュリー,牡6,58.0,菱田,1:11.5,クビ,8,26.0,37.5,栗東村山,510(+2)
9,6,8,メイショウエイコウ,牡9,58.0,秋山真,1:11.6,クビ,11,238.8,36.0,栗東荒川,456(-4)
10,1,1,ヴァガボンド,牡5,58.0,丸山,1:12.2,3.1/2,5,10.1,38.0,栗東清水久,488(-2)
11,7,10,ジャスパーゴールド,牡5,58.0,松本,1:12.8,3.1/2,7,13.9,38.4,栗東森秀,474(-4)
除外,7,9,ヤマトコウセイ,牝4,56.0,今村,,,,,,美浦武井,468(+2)
