コーナー,通過順
1コーナー,"9-13-4,2,3(1,11)(7,12)(6,10)8,5"
2コーナー,"9-13-4-2,3(1,11)(7,12)(8,10)6-5"
3コーナー,"9-13-4,3,2(1,11)12,7,10(6,8)-5"
4コーナー,"9-13(4,3)2(1,11)(7,12)(8,10)6=5"
