コーナー,通過順
1コーナー,"10,11(4,12)(1,2,8)(6,7)-13-5,3,9"
2コーナー,"10,11(4,12)(2,8)1(6,7)-13-5,3-9"
3コーナー,"(*4,10)-(11,8)(1,2,12)(7,6)13,5,3-9"
4コーナー,"(*4,10)-(11,6)(1,12)(2,13,5)(8,7)3-9"
