券種,組み合わせ,配当,人気
単勝,7,560,3
複勝,7,170,3
複勝,11,150,1
複勝,15,150,2
枠連,4-6,910,3
馬連,7-11,1130,2
ワイド,7-11,460,2
ワイド,7-15,500,3
ワイド,11-15,400,1
馬単,7-11,2490,4
3連複,7-11-15,1710,1
3連単,7-11-15,8180,4
