着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,上がり3F,厩舎,馬体重
1,2,4,ルガル,牡4,57.5,西村淳,1:07.7,,2,3.3,34.0,栗東杉山晴,522(+10)
2,7,13,アグリ,牡5,58.0,坂井,1:08.2,3,1,2.9,33.7,栗東安田隆,496(-4)
3,3,5,エターナルタイム,牝5,54.0,ルメー,1:08.3,1/2,3,5.3,34.2,美浦中川,490(+10)
4,5,9,サンライズロナウド,牡5,55.0,横山典,1:08.5,1.1/4,8,30.0,34.1,栗東安田隆,478(+2)
5,8,18,ショウナンハクラク,牡5,55.0,浜中,1:08.6,1/2,11,70.0,33.5,栗東松下,480(+4)
6,8,16,トゥラヴェスーラ,牡9,58.0,永島,1:08.6,ハナ,9,33.4,33.8,栗東高橋康,494(+8)
7,6,11,サンライズオネスト,牡7,57.0,和田竜,1:08.6,ハナ,12,93.7,33.9,栗東河内,486(+6)
8,6,12,メイショウソラフネ,牡5,56.0,角田河,1:08.6,ハナ,7,27.8,34.5,栗東石橋,446(-2)
9,7,15,バースクライ,牝4,54.0,岩田望,1:08.6,アタマ,4,9.3,34.1,栗東千田,490(+8)
10,5,10,カワキタレブリー,牡5,55.0,岩田康,1:08.6,アタマ,14,128.6,33.4,栗東杉山佳,444(0)
11,3,6,サトノラムセス,牡6,55.0,池添,1:08.8,1.1/2,16,192.8,34.1,栗東橋口,484(+2)
12,4,7,ジューンオレンジ,牝4,54.0,横山和,1:08.9,1/2,6,21.7,35.0,栗東長谷川,468(+16)
13,4,8,ディヴィナシオン,牡7,56.0,古川吉,1:09.1,3/4,15,151.9,34.4,栗東森秀,484(+8)
14,7,14,テイエムスパーダ,牝5,56.0,富田,1:09.1,クビ,10,37.2,35.7,栗東木原,502(+6)
15,2,3,ホープフルサイン,牡8,57.0,太宰,1:09.2,3/4,13,117.1,34.3,美浦本間,510(+2)
16,8,17,オタルエバー,牡5,57.0,松山,1:09.4,3/4,5,11.4,35.1,栗東中竹,494(+4)
17,1,2,リバーラ,牝4,54.0,田口,1:09.6,1.1/4,17,193.2,35.7,美浦高柳瑞,432(-4)
18,1,1,カイザーメランジェ,牡9,56.0,津村,1:10.6,6,18,377.2,36.7,美浦中野,486(+6)
