コーナー,通過順
1コーナー,"2,6(1,14)5(4,15)-(11,12)-10,9(7,13)-(3,16)-8"
2コーナー,"(*2,6)(1,14)(5,15)4(11,12)-(10,9)-(7,13)-(3,16)-8"
3コーナー,"(2,*6)14(1,15)5,12(4,9)(11,10)13(7,16)3-8"
4コーナー,"(*6,14)2(1,15)(4,5,12,9)(11,10)13(7,16)3-8"
