馬番,枠番,馬名,性齢,騎手,厩舎,脚質,単勝オッズ,人気,前走着順,前走レース名,上がり3F,馬体重,前走開催場,前走間隔日数,間隔表記,転入初戦,長期休養明け,直近3走JRA数,血統父,血統母父,調教評価
1,1,ナムラトロム,牡3,吉田隼,美浦・石栗,差し,24.7,6,6,3歳以上1勝クラス,34.3,446(-4),函館,6,連闘,Y,,3,アドミラブル,ラブリーデイ,
2,2,アルマロクザン,牝5,松岡,美浦・伊藤伸,先行,70.8,8,7,4歳以上1勝クラス,34.0,480(+12),小倉,126,中17週,Y,,2,ドレフォン,メジロベイリー,
3,3,ブラヴィーノ,牡6,長浜,美浦・天間,差し,238.1,10,13,,34.4,468(0),新潟,34,中4週,Y,,3,Klimt,Giant's Causeway,
4,4,カウスリップ,牝3,横山和,美浦・中舘,,2.5,1,4,3歳1勝クラス,37.6,528(+4),中山,69,中9週,Y,,3,ロードカナロア,Sea The Stars,
5,5,ラブディーヴァ,牝4,武豊,美浦・田中勝,差し,5.6,4,3,3歳以上1勝クラス,34.0,452(+2),函館,7,連闘,Y,,3,ダイワメジャー,Dylan Thomas,
6,6,ジーティーポライト,牝4,上里,美浦・加藤和,差し,134.1,9,14,3歳以上1勝クラス,34.0,456(-6),東京,13,中1週,Y,,3,ハービンジャー,ゼンノロブロイ,
7,7,ミクストベリーズ B,牡3,横山武,美浦・伊藤圭,差し,5.5,3,4,3歳1勝クラス,35.0,476(-4),京都,27,中3週,Y,,3,Iffraaj,Kodiac,
8,7,スプリングデイ,牝4,,美浦・伊藤大,差し,46.5,7,7,4歳以上1勝クラス,34.4,424(+8),福島,55,中7週,Y,,3,ディスクリートキャット,ストーミングホーム,
9,8,マキシマムドライブ,牡3,丹内,地方・田中淳,先行,2.8,2,1,トチノキ特,38.4,528(-4),門別,24,中2週,,,0,ロードカナロア,ステイゴールド,
10,8,ヒラボクカレラ,牡3,岩田康,栗東・奥村豊,先行,16.1,5,10,3歳以上1勝クラス,35.2,464(-2),函館,7,連闘,Y,,3,モーリス,アグネスデジタル,
