コーナー,通過順
1コーナー,"8(5,15)(2,9)(7,11)(1,3,4,12)(10,13)-6-14"
2コーナー,"(*5,8)(2,15)(7,9)(1,11)3(4,12)10(6,13)-14"
3コーナー,"(5,*8)15,2,4(7,9)(11,10)1,3(14,6)(13,12)"
4コーナー,"(5,*8,15)(2,4)(7,9,10)11,1,3(14,6)-(13,12)"
