コーナー,通過順
1コーナー,"6,7,4,5,2,9(1,8)3"
2コーナー,"(*6,7)(4,5)(2,9)(1,8)-3"
3コーナー,"(*6,8)7(4,5)(2,9)-1,3"
4コーナー,"(*6,8)(7,5,9)(4,2)1,3"
